ref	word	root	lemma	b1_huruf	b2_sarfi	b3_nahwi	b4_dalali	b5_all	wazn	bab	same_lemma_nazair	root_occurrences	has_asl
7:143:2	جَآءَ	جيا	جاء	1	1	1	1	1	فَعَل	فَعَلَ	277	278	0
7:143:4	لِمِيقَٰتِنَا	وقت	ميقت	1	0	1	1	0	مِيقَاتِنَا		7	13	1
7:143:5	وَكَلَّمَهُۥ	كلم	كلم	1	1	1	1	1	فَعَّلَهُ	فَعَّلَ	27	75	1
7:143:6	رَبُّهُۥ	ربب	رب	1	1	1	1	1	فَعُّهُ		974	980	0
7:143:7	قَالَ	قول	قال	1	1	1	1	1	فَعَل	فَعَلَ	1617	1722	1
7:143:8	رَبِّ	ربب	رب	1	1	1	1	1	فَعِّ		974	980	0
7:143:9	أَرِنِىٓ	راي	اري	1	1	1	1	1	أَفِنِي	أَفْعَلَ	39	328	0
7:143:10	أَنظُرْ	نظر	نظر	1	1	1	1	1	أَفْعُل	فَعَلَ	87	129	1
7:143:12	قَالَ	قول	قال	1	1	1	1	1	فَعَل	فَعَلَ	1617	1722	1
7:143:14	تَرَىٰنِى	راي	رءا	1	1	1	1	1	تَفَعنِي	فَعَلَ	270	328	0
7:143:16	ٱنظُرْ	نظر	نظر	1	1	1	1	1	افْعُل	فَعَلَ	87	129	1
7:143:18	ٱلْجَبَلِ	جبل	جبل	1	1	1	1	1	فَعَل		38	41	1
7:143:20	ٱسْتَقَرَّ	قرر	استقر	1	1	1	0	0	اسْتَفَعّ	اِسْتَفْعَلَ	0	38	0
7:143:21	مَكَانَهُۥ	كون	مكان	1	1	1	1	1	مَفَعَلَهُ		26	1390	1
7:143:23	تَرَىٰنِى	راي	رءا	1	1	1	1	1	تَفَعنِي	فَعَلَ	270	328	0
7:143:25	تَجَلَّىٰ	جلو	تجلى	1	1	1	1	1	تَفَعَّل	فَعَلَ	1	5	1
7:143:26	رَبُّهُۥ	ربب	رب	1	1	1	1	1	فَعُّهُ		974	980	0
7:143:27	لِلْجَبَلِ	جبل	جبل	1	1	1	1	1	فَعَل		38	41	1
7:143:28	جَعَلَهُۥ	جعل	جعل	1	1	1	1	1	فَعَلَهُ	فَعَلَ	339	346	0
7:143:29	دَكًّا	دكك	دك	1	1	1	1	1	فَعًّا		2	7	0
7:143:30	وَخَرَّ	خرر	خر	1	1	1	1	1	فَعّ	فَعَلَ	11	12	0
7:143:32	صَعِقًا	صعق	صعق	1	1	1	1	1	فَعِلًا		2	11	1
7:143:34	أَفَاقَ	فوق	افاق	1	1	1	1	1	أَفَعَل	أَفْعَلَ	0	43	1
7:143:35	قَالَ	قول	قال	1	1	1	1	1	فَعَل	فَعَلَ	1617	1722	1
7:143:36	سُبْحَٰنَكَ	سبح	سبحن	1	1	1	1	1	فُعْلَانَكَ		40	92	1
7:143:37	تُبْتُ	توب	تاب	1	1	1	1	1	فُلْتُ	فَعَلَ	62	87	1
7:143:40	أَوَّلُ	اول	اول	1	1	1	1	1	فَعَّل		81	170	1
7:143:41	ٱلْمُؤْمِنِينَ	امن	مومن	1	1	1	1	1	مُفْعِلِين		201	879	1
7:144:1	قَالَ	قول	قال	1	1	1	1	1	فَعَل	فَعَلَ	1617	1722	1
7:144:4	ٱصْطَفَيْتُكَ	صفو	اصطفى	1	1	1	1	1	افْطَعَلْتُكَ	اِفْتَعَلَ	11	17	1
7:144:6	ٱلنَّاسِ	نوس	ناس	1	1	1	1	1	فَعَل		240	241	1
7:144:7	بِرِسَٰلَٰتِى	رسل	رسالة	1	1	1	1	1	فِعَالَاتِي		3	513	1
7:144:8	وَبِكَلَٰمِى	كلم	كلم	1	1	1	1	1	فَعَالِي		27	75	1
7:144:9	فَخُذْ	اخذ	اخذ	1	1	1	1	1	عُل	فَعَلَ	135	273	1
7:144:11	ءَاتَيْتُكَ	اتي	اتى	1	1	1	1	1	فعَلْتُكَ	أَفْعَلَ	534	549	0
7:144:12	وَكُن	كون	كان	1	1	1	1	1	فُل	فَعَلَ	1357	1390	1
7:144:14	ٱلشَّٰكِرِينَ	شكر	شاكر	1	1	1	1	1	فَاعِلِين		13	75	1
7:145:1	وَكَتَبْنَا	كتب	كتب	1	1	1	1	1	فَعَلْنَا	فَعَلَ	308	319	1
7:145:4	ٱلْأَلْوَاحِ	لوح	لوح	1	1	1	1	1	أَفْعَال		4	6	1
7:145:6	كُلِّ	كلل	كل	1	1	1	1	1	فُعّ		359	377	0
7:145:7	شَىْءٍ	شيا	شىء	1	1	1	1	1	فَعْل		282	519	0
7:145:8	مَّوْعِظَةً	وعظ	موعظة	1	1	1	1	1	مَفْعِلَة		8	25	0
7:145:9	وَتَفْصِيلًا	فصل	تفصيل	1	1	1	1	1	تَفْعِيلًا		4	43	1
7:145:10	لِّكُلِّ	كلل	كل	1	1	1	1	1	فُعّ		359	377	0
7:145:11	شَىْءٍ	شيا	شىء	1	1	1	1	1	فَعْل		282	519	0
7:145:12	فَخُذْهَا	اخذ	اخذ	1	1	1	1	1	عُلْهَا	فَعَلَ	135	273	1
7:145:13	بِقُوَّةٍ	قوي	قوة	1	1	1	1	1	فُعَّة		29	42	1
7:145:14	وَأْمُرْ	امر	امر	1	1	1	1	1	فْعُل	فَعَلَ	243	248	1
7:145:15	قَوْمَكَ	قوم	قوم	1	1	1	1	1	فَعْلَكَ		382	660	1
7:145:16	يَأْخُذُوا۟	اخذ	اخذ	1	1	1	1	1	يَفْعُلُوا	فَعَلَ	135	273	1
7:145:17	بِأَحْسَنِهَا	حسن	احسن	1	1	1	1	1	أَفْعَلِهَا		68	194	1
7:145:18	سَأُو۟رِيكُمْ	راي	اري	1	1	1	1	1	أُفِلكُمْ	أَفْعَلَ	39	328	0
7:145:19	دَارَ	دور	دار	1	1	1	1	1	فَعَل		47	55	1
7:145:20	ٱلْفَٰسِقِينَ	فسق	فاسق	1	1	1	1	1	فَاعِلِين		36	54	0
7:146:1	سَأَصْرِفُ	صرف	صرف	1	1	1	1	1	أَفْعِل	فَعَلَ	24	30	1
7:146:3	ءَايَٰتِىَ	ايي	ءاية	1	1	1	1	1	فعَلَتِيَ		381	382	0
7:146:5	يَتَكَبَّرُونَ	كبر	يتكبر	1	1	1	1	1	يَتَفَعَّلُونَ	تَفَعَّلَ	1	161	1
7:146:7	ٱلْأَرْضِ	ارض	ارض	1	1	1	1	1	فَعْل		460	461	1
7:146:8	بِغَيْرِ	غير	غير	1	1	1	1	1	فَعْل		146	154	1
7:146:9	ٱلْحَقِّ	حقق	حق	1	1	1	1	1	فَعّ		266	287	0
7:146:11	يَرَوْا۟	راي	رءا	1	1	1	1	1	يَفَوْا	فَعَلَ	270	328	0
7:146:12	كُلَّ	كلل	كل	1	1	1	1	1	فُعّ		359	377	0
7:146:13	ءَايَةٍ	ايي	ءاية	1	1	1	1	1	فعَة		381	382	0
7:146:15	يُؤْمِنُوا۟	امن	ءامن	1	1	1	1	1	يُفْعِلُوا	أَفْعَلَ	542	879	1
7:146:18	يَرَوْا۟	راي	رءا	1	1	1	1	1	يَفَوْا	فَعَلَ	270	328	0
7:146:19	سَبِيلَ	سبل	سبيل	1	1	1	1	1	فَعِيل		175	176	1
7:146:20	ٱلرُّشْدِ	رشد	رشد	1	1	1	1	1	فُعْل		10	19	1
7:146:22	يَتَّخِذُوهُ	اخذ	اتخذ	1	1	1	1	1	يَتَّعِلُوهُ	اِفْتَعَلَ	123	273	1
7:146:23	سَبِيلًا	سبل	سبيل	1	1	1	1	1	فَعِيلًا		175	176	1
7:146:25	يَرَوْا۟	راي	رءا	1	1	1	1	1	يَفَوْا	فَعَلَ	270	328	0
7:146:26	سَبِيلَ	سبل	سبيل	1	1	1	1	1	فَعِيل		175	176	1
7:146:27	ٱلْغَىِّ	غوي	غي	1	0	1	1	0	فَعّ		3	22	1
7:146:28	يَتَّخِذُوهُ	اخذ	اتخذ	1	1	1	1	1	يَتَّعِلُوهُ	اِفْتَعَلَ	123	273	1
7:146:29	سَبِيلًا	سبل	سبيل	1	1	1	1	1	فَعِيلًا		175	176	1
7:146:32	كَذَّبُوا۟	كذب	كذب	1	1	1	1	1	فَعَّلُوا	فَعَّلَ	251	282	1
7:146:33	بِـَٔايَٰتِنَا	ايي	ءاية	1	1	1	1	1	فعَلَتِنَا		381	382	0
7:146:34	وَكَانُوا۟	كون	كان	1	1	1	1	1	فَعَلُوا	فَعَلَ	1357	1390	1
7:146:36	غَٰفِلِينَ	غفل	غفل	1	1	1	1	1	فَاعِلِين		26	35	1
7:147:2	كَذَّبُوا۟	كذب	كذب	1	1	1	1	1	فَعَّلُوا	فَعَّلَ	251	282	1
7:147:3	بِـَٔايَٰتِنَا	ايي	ءاية	1	1	1	1	1	فعَلَتِنَا		381	382	0
7:147:4	وَلِقَآءِ	لقي	لقاء	1	1	1	1	1	فِعَال		23	146	1
7:147:5	ٱلْءَاخِرَةِ	اخر	اخر	1	1	1	1	1	فعِلَة		239	250	1
7:147:6	حَبِطَتْ	حبط	حبط	1	1	1	1	1	فَعِلَت	فَعَلَ	11	16	1
7:147:7	أَعْمَٰلُهُمْ	عمل	عمل	1	1	1	1	1	أَفْعَالُهُمْ		358	360	1
7:147:9	يُجْزَوْنَ	جزي	جزى	1	1	1	1	1	يُفْعَوْنَ	فَعَلَ	72	118	0
7:147:12	كَانُوا۟	كون	كان	1	1	1	1	1	فَعَلُوا	فَعَلَ	1357	1390	1
7:147:13	يَعْمَلُونَ	عمل	عمل	1	1	1	1	1	يَفْعَلُونَ	فَعَلَ	358	360	1
7:148:1	وَٱتَّخَذَ	اخذ	اتخذ	1	1	1	1	1	فتَّعَل	اِفْتَعَلَ	123	273	1
7:148:2	قَوْمُ	قوم	قوم	1	1	1	1	1	فَعْل		382	660	1
7:148:5	بَعْدِهِۦ	بعد	بعد	1	1	1	1	1	فَعْلِهِ		206	235	1
7:148:7	حُلِيِّهِمْ	حلي	حلي	1	1	1	0	0	فُعِلِّهِمْ		0	9	0
7:148:8	عِجْلًا	عجل	عجل	1	1	1	1	1	فِعْلًا		20	47	1
7:148:9	جَسَدًا	جسد	جسد	1	1	1	1	1	فَعَلًا		3	4	1
7:148:11	خُوَارٌ	خور	خوار	1	1	1	1	1	فُعَال		1	2	1
7:148:13	يَرَوْا۟	راي	رءا	1	1	1	1	1	يَفَوْا	فَعَلَ	270	328	0
7:148:16	يُكَلِّمُهُمْ	كلم	كلم	1	1	1	1	1	يُفَعِّلُهُمْ	فَعَّلَ	27	75	1
7:148:18	يَهْدِيهِمْ	هدي	هدى	1	1	1	1	1	يَفْعِلهِمْ	فَعَلَ	229	316	1
7:148:19	سَبِيلًا	سبل	سبيل	1	1	1	1	1	فَعِيلًا		175	176	1
7:148:20	ٱتَّخَذُوهُ	اخذ	اتخذ	1	1	1	1	1	فتَّعَلُوهُ	اِفْتَعَلَ	123	273	1
7:148:21	وَكَانُوا۟	كون	كان	1	1	1	1	1	فَعَلُوا	فَعَلَ	1357	1390	1
7:148:22	ظَٰلِمِينَ	ظلم	ظالم	1	1	1	1	1	فَاعِلِين		128	315	1
7:149:2	سُقِطَ	سقط	سقط	1	1	1	1	1	فُعِل	فَعَلَ	2	8	1
7:149:4	أَيْدِيهِمْ	يدي	يد	1	1	1	1	1	أَفْعِلهِمْ		119	120	0
7:149:5	وَرَأَوْا۟	راي	رءا	1	1	1	1	1	فَعَوْا	فَعَلَ	270	328	0
7:149:8	ضَلُّوا۟	ضلل	ضل	1	1	1	1	1	فَعُّوا	فَعَلَ	52	191	0
7:149:9	قَالُوا۟	قول	قال	1	1	1	1	1	فَعَلُوا	فَعَلَ	1617	1722	1
7:149:12	يَرْحَمْنَا	رحم	رحم	1	1	1	1	1	يَفْعَلْنَا	فَعَلَ	28	339	1
7:149:13	رَبُّنَا	ربب	رب	1	1	1	1	1	فَعُّنَا		974	980	0
7:149:14	وَيَغْفِرْ	غفر	غفر	1	1	1	1	1	يَفْعِل	فَعَلَ	64	234	0
7:149:16	لَنَكُونَنَّ	كون	كان	1	1	1	1	1	نَفُعلَنَّ	فَعَلَ	1357	1390	1
7:149:18	ٱلْخَٰسِرِينَ	خسر	خسرين	1	1	1	1	1	فَاعِلِين		31	65	1
7:150:2	رَجَعَ	رجع	رجع	1	1	1	1	1	فَعَل	فَعَلَ	81	104	1
7:150:5	قَوْمِهِۦ	قوم	قوم	1	1	1	1	1	فَعْلِهِ		382	660	1
7:150:6	غَضْبَٰنَ	غضب	غضبن	1	1	1	1	1	فَعْلَان		1	24	1
7:150:7	أَسِفًا	اسف	اسف	1	1	1	1	1	فَعِلًا		3	5	1
7:150:8	قَالَ	قول	قال	1	1	1	1	1	فَعَل	فَعَلَ	1617	1722	1
7:150:9	بِئْسَمَا	باس	بيس	1	1	1	1	1	فِعْلَمَا	فَعَلَ	40	73	1
7:150:10	خَلَفْتُمُونِى	خلف	خلف	1	1	1	1	1	فَعَلْتُمُونِي	فَعَلَ	33	127	1
7:150:12	بَعْدِىٓ	بعد	بعد	1	1	1	1	1	فَعْلِي		206	235	1
7:150:13	أَعَجِلْتُمْ	عجل	عجل	1	1	1	1	1	أَفَعِلْتُمْ	فَعَلَ	20	47	1
7:150:14	أَمْرَ	امر	امر	1	1	1	1	1	فَعْل		243	248	1
7:150:15	رَبِّكُمْ	ربب	رب	1	1	1	1	1	فَعِّكُمْ		974	980	0
7:150:16	وَأَلْقَى	لقي	القى	1	1	1	1	1	أَفْعَل	أَفْعَلَ	70	146	1
7:150:17	ٱلْأَلْوَاحَ	لوح	لوح	1	1	1	1	1	أَفْعَال		4	6	1
7:150:18	وَأَخَذَ	اخذ	اخذ	1	1	1	1	1	فَعَل	فَعَلَ	135	273	1
7:150:19	بِرَأْسِ	راس	راس	1	1	1	1	1	فَعْل		17	18	1
7:150:20	أَخِيهِ	اخو	اخ	1	1	1	1	1	فَعِلهِ		74	96	1
7:150:21	يَجُرُّهُۥٓ	جرر	يجر	1	1	1	0	0	يَفُعُّهُ	فَعَلَ	0	1	0
7:150:23	قَالَ	قول	قال	1	1	1	1	1	فَعَل	فَعَلَ	1617	1722	1
7:150:24	ٱبْنَ	بني	ابن	1	1	1	1	1	افْع		62	184	1
7:150:25	أُمَّ	امم	ام	1	1	1	1	1	فُعَّ		33	118	0
7:150:27	ٱلْقَوْمَ	قوم	قوم	1	1	1	1	1	فَعْل		382	660	1
7:150:28	ٱسْتَضْعَفُونِى	ضعف	استضعف	1	1	1	1	1	اسْتَفْعَلُونِي	اِسْتَفْعَلَ	7	52	1
7:150:29	وَكَادُوا۟	كود	كاد	1	1	1	1	1	فَعَلُوا	فَعَلَ	23	24	1
7:150:30	يَقْتُلُونَنِى	قتل	قتل	1	1	1	1	1	يَفْعُلُونَنِي	فَعَلَ	150	170	1
7:150:32	تُشْمِتْ	شمت	تشمت	1	1	1	1	1	تُفْعِل	أَفْعَلَ	0	1	1
7:150:34	ٱلْأَعْدَآءَ	عدو	عدو	1	1	1	1	1	أَفْعَال		51	106	1
7:150:36	تَجْعَلْنِى	جعل	جعل	1	1	1	1	1	تَفْعَلْنِي	فَعَلَ	339	346	0
7:150:38	ٱلْقَوْمِ	قوم	قوم	1	1	1	1	1	فَعْل		382	660	1
7:150:39	ٱلظَّٰلِمِينَ	ظلم	ظالم	1	1	1	1	1	فَاعِلِين		128	315	1
7:151:1	قَالَ	قول	قال	1	1	1	1	1	فَعَل	فَعَلَ	1617	1722	1
7:151:2	رَبِّ	ربب	رب	1	1	1	1	1	فَعِّ		974	980	0
7:151:3	ٱغْفِرْ	غفر	غفر	1	1	1	1	1	افْعِل	فَعَلَ	64	234	0
7:151:5	وَلِأَخِى	اخو	اخ	1	1	1	1	1	فَعِي		74	96	1
7:151:6	وَأَدْخِلْنَا	دخل	ادخل	1	1	1	1	1	أَفْعِلْنَا	أَفْعَلَ	41	126	1
7:151:8	رَحْمَتِكَ	رحم	رحمة	1	1	1	1	1	فَعْلَتِكَ		113	339	1
7:151:10	أَرْحَمُ	رحم	ارحم	1	1	1	1	1	أَفْعَل		3	339	1
7:151:11	ٱلرَّٰحِمِينَ	رحم	رحمين	1	1	1	1	1	فَاعِلِين		5	339	1
7:152:3	ٱتَّخَذُوا۟	اخذ	اتخذ	1	1	1	1	1	فتَّعَلُوا	اِفْتَعَلَ	123	273	1
7:152:4	ٱلْعِجْلَ	عجل	عجل	1	1	1	1	1	فِعْل		20	47	1
7:152:5	سَيَنَالُهُمْ	نيل	ينال	1	1	1	1	1	يَفَعَلُهُمْ	فَعَلَ	10	12	0
7:152:6	غَضَبٌ	غضب	غضب	1	1	1	1	1	فَعَل		19	24	1
7:152:8	رَّبِّهِمْ	ربب	رب	1	1	1	1	1	فَعِّهِمْ		974	980	0
7:152:9	وَذِلَّةٌ	ذلل	ذلة	1	1	1	1	1	فِعَّة		6	24	0
7:152:11	ٱلْحَيَوٰةِ	حيي	حيوة	1	1	1	1	1	فَعَلَة		75	184	0
7:152:12	ٱلدُّنْيَا	دنو	دنيا	1	1	1	1	1	فُعْيَل		114	133	0
7:152:14	نَجْزِى	جزي	جزى	1	1	1	1	1	نَفْعِل	فَعَلَ	72	118	0
7:152:15	ٱلْمُفْتَرِينَ	فري	مفترون	1	1	1	1	1	مُفْتَعِلن		1	60	0
7:153:2	عَمِلُوا۟	عمل	عمل	1	1	1	1	1	فَعِلُوا	فَعَلَ	358	360	1
7:153:3	ٱلسَّيِّـَٔاتِ	سوا	سيات	1	1	1	1	1	فَعِّلَات		35	167	0
7:153:5	تَابُوا۟	توب	تاب	1	1	1	1	1	فَعَلُوا	فَعَلَ	62	87	1
7:153:7	بَعْدِهَا	بعد	بعد	1	1	1	1	1	فَعْلِهَا		206	235	1
7:153:8	وَءَامَنُوٓا۟	امن	ءامن	1	1	1	1	1	فعَلُوا	أَفْعَلَ	542	879	1
7:153:10	رَبَّكَ	ربب	رب	1	1	1	1	1	فَعَّكَ		974	980	0
7:153:12	بَعْدِهَا	بعد	بعد	1	1	1	1	1	فَعْلِهَا		206	235	1
7:153:13	لَغَفُورٌ	غفر	غفور	1	1	1	1	1	فَعُول		90	234	0
7:153:14	رَّحِيمٌ	رحم	رحيم	1	1	1	1	1	فَعِيل		115	339	1
7:154:2	سَكَتَ	سكت	سكت	1	1	1	1	1	فَعَل	فَعَلَ	0	1	1
7:154:5	ٱلْغَضَبُ	غضب	غضب	1	1	1	1	1	فَعَل		19	24	1
7:154:6	أَخَذَ	اخذ	اخذ	1	1	1	1	1	فَعَل	فَعَلَ	135	273	1
7:154:7	ٱلْأَلْوَاحَ	لوح	لوح	1	1	1	1	1	أَفْعَال		4	6	1
7:154:9	نُسْخَتِهَا	نسخ	نسخت	1	1	1	1	1	فُعْلَتِهَا		0	4	1
7:154:10	هُدًى	هدي	هدى	1	1	1	1	1	فُعًل		229	316	1
7:154:11	وَرَحْمَةٌ	رحم	رحمة	1	1	1	1	1	فَعْلَة		113	339	1
7:154:14	لِرَبِّهِمْ	ربب	رب	1	1	1	1	1	فَعِّهِمْ		974	980	0
7:154:15	يَرْهَبُونَ	رهب	يرهب	1	1	1	1	1	يَفْعَلُونَ	فَعَلَ	2	12	1
7:155:1	وَٱخْتَارَ	خير	اختار	1	1	1	1	1	افْتَعَل	اِفْتَعَلَ	3	196	1
7:155:3	قَوْمَهُۥ	قوم	قوم	1	1	1	1	1	فَعْلَهُ		382	660	1
7:155:4	سَبْعِينَ	سبع	سبع	1	1	1	1	1	فَعْلِين		23	28	1
7:155:5	رَجُلًا	رجل	رجل	1	1	1	1	1	فَعُلًا		44	73	1
7:155:6	لِّمِيقَٰتِنَا	وقت	ميقت	1	0	1	1	0	مِيقَاتِنَا		7	13	1
7:155:8	أَخَذَتْهُمُ	اخذ	اخذ	1	1	1	1	1	فَعَلَتْهُمُ	فَعَلَ	135	273	1
7:155:9	ٱلرَّجْفَةُ	رجف	رجفة	1	1	1	1	1	فَعْلَة		3	8	1
7:155:10	قَالَ	قول	قال	1	1	1	1	1	فَعَل	فَعَلَ	1617	1722	1
7:155:11	رَبِّ	ربب	رب	1	1	1	1	1	فَعِّ		974	980	0
7:155:13	شِئْتَ	شيا	شاء	1	1	1	1	1	فِعْتَ	فَعَلَ	235	519	0
7:155:14	أَهْلَكْتَهُم	هلك	اهلك	1	1	1	1	1	أَفْعَلْتَهُمْ	أَفْعَلَ	50	68	1
7:155:16	قَبْلُ	قبل	قبل	1	1	1	1	1	فَعْل		248	294	1
7:155:18	أَتُهْلِكُنَا	هلك	اهلك	1	1	1	1	1	أَتُفْعِلُنَا	أَفْعَلَ	50	68	1
7:155:20	فَعَلَ	فعل	فعل	1	1	1	1	1	فَعَل	فَعَلَ	88	108	1
7:155:21	ٱلسُّفَهَآءُ	سفه	سفيه	1	1	1	1	1	فُعَلَاء		6	11	1
7:155:26	فِتْنَتُكَ	فتن	فتنة	1	1	1	1	1	فِعْلَتُكَ		33	60	1
7:155:27	تُضِلُّ	ضلل	اضل	1	1	1	1	1	تُفِعّ	أَفْعَلَ	72	191	0
7:155:30	تَشَآءُ	شيا	شاء	1	1	1	1	1	تَفَعَل	فَعَلَ	235	519	0
7:155:31	وَتَهْدِى	هدي	هدى	1	1	1	1	1	تَفْعِل	فَعَلَ	229	316	1
7:155:33	تَشَآءُ	شيا	شاء	1	1	1	1	1	تَفَعَل	فَعَلَ	235	519	0
7:155:35	وَلِيُّنَا	ولي	ولى	1	1	1	1	1	فَعِلُّنَا		115	232	1
7:155:36	فَٱغْفِرْ	غفر	غفر	1	1	1	1	1	افْعِل	فَعَلَ	64	234	0
7:155:38	وَٱرْحَمْنَا	رحم	رحم	1	1	1	1	1	افْعَلْنَا	فَعَلَ	28	339	1
7:155:40	خَيْرُ	خير	خير	1	1	1	1	1	فَعْل		177	196	1
7:155:41	ٱلْغَٰفِرِينَ	غفر	غافر	1	1	1	1	1	فَاعِلِين		1	234	0
7:156:1	وَٱكْتُبْ	كتب	كتب	1	1	1	1	1	افْعُل	فَعَلَ	308	319	1
7:156:5	ٱلدُّنْيَا	دنو	دنيا	1	1	1	1	1	فُعْيَل		114	133	0
7:156:6	حَسَنَةً	حسن	حسنة	1	1	1	1	1	فَعَلَة		27	194	1
7:156:8	ٱلْءَاخِرَةِ	اخر	اخر	1	1	1	1	1	فعِلَة		239	250	1
7:156:10	هُدْنَآ	هود	هاد	1	1	1	1	1	فُلْنَا	فَعَلَ	10	21	1
7:156:12	قَالَ	قول	قال	1	1	1	1	1	فَعَل	فَعَلَ	1617	1722	1
7:156:13	عَذَابِىٓ	عذب	عذاب	1	1	1	1	1	فَعَالِي		321	373	1
7:156:14	أُصِيبُ	صوب	اصاب	1	1	1	1	1	أُفِعل	أَفْعَلَ	63	77	1
7:156:17	أَشَآءُ	شيا	شاء	1	1	1	1	1	أَفَعَل	فَعَلَ	235	519	0
7:156:18	وَرَحْمَتِى	رحم	رحمة	1	1	1	1	1	فَعْلَتِي		113	339	1
7:156:19	وَسِعَتْ	وسع	وسع	1	1	1	1	1	فَعِلَت	فَعَلَ	19	32	1
7:156:20	كُلَّ	كلل	كل	1	1	1	1	1	فُعّ		359	377	0
7:156:21	شَىْءٍ	شيا	شىء	1	1	1	1	1	فَعْل		282	519	0
7:156:22	فَسَأَكْتُبُهَا	كتب	كتب	1	1	1	1	1	أَفْعُلُهَا	فَعَلَ	308	319	1
7:156:24	يَتَّقُونَ	وقي	اتقى	1	1	1	1	1	يَتَّعُونَ	اِفْتَعَلَ	167	258	0
7:156:25	وَيُؤْتُونَ	اتي	اتى	1	1	1	1	1	يُفْعُونَ	أَفْعَلَ	534	549	0
7:156:26	ٱلزَّكَوٰةَ	زكو	زكوة	1	1	1	1	1	فَعَلَة		31	59	0
7:156:29	بِـَٔايَٰتِنَا	ايي	ءاية	1	1	1	1	1	فعَلَتِنَا		381	382	0
7:156:30	يُؤْمِنُونَ	امن	ءامن	1	1	1	1	1	يُفْعِلُونَ	أَفْعَلَ	542	879	1
7:157:2	يَتَّبِعُونَ	تبع	اتبع	1	1	1	1	1	يَفَّعِلُونَ	اِفْتَعَلَ	150	172	1
7:157:3	ٱلرَّسُولَ	رسل	رسول	1	1	1	1	1	فَعُول		331	513	1
7:157:4	ٱلنَّبِىَّ	نبا	نبى	1	0	1	1	0	فَعِيّ		74	160	0
7:157:5	ٱلْأُمِّىَّ	امم	امى	1	1	1	1	1	فُعِّيّ		5	118	0
7:157:7	يَجِدُونَهُۥ	وجد	وجد	1	1	1	1	1	يَجِدُفنَهُ	فَعَلَ	106	107	1
7:157:8	مَكْتُوبًا	كتب	مكتوب	1	1	1	1	1	مَفْعُولًا		0	319	1
7:157:9	عِندَهُمْ	عند	عند	1	1	1	1	1	فِعْلَهُمْ		196	201	1
7:157:13	يَأْمُرُهُم	امر	امر	1	1	1	1	1	يَفْعُلُهُمْ	فَعَلَ	243	248	1
7:157:14	بِٱلْمَعْرُوفِ	عرف	معروف	1	1	1	1	1	مَفْعُول		37	70	1
7:157:15	وَيَنْهَىٰهُمْ	نهي	نهى	1	1	1	1	1	يَفْعَلَهُمْ	فَعَلَ	33	56	1
7:157:17	ٱلْمُنكَرِ	نكر	منكر	1	1	1	1	1	مُفْعَل		17	37	1
7:157:18	وَيُحِلُّ	حلل	احل	1	1	1	1	1	يُفِعّ	أَفْعَلَ	19	51	0
7:157:20	ٱلطَّيِّبَٰتِ	طيب	طيبت	1	1	1	1	1	فَعِّلَات		20	50	1
7:157:21	وَيُحَرِّمُ	حرم	حرم	1	1	1	1	1	يُفَعِّل	فَعَّلَ	38	83	1
7:157:23	ٱلْخَبَٰٓئِثَ	خبث	خبيثة	1	1	1	1	1	فَعَائِل		3	16	1
7:157:24	وَيَضَعُ	وضع	وضع	1	1	1	1	1	يَعَل	فَعَلَ	20	26	1
7:157:26	إِصْرَهُمْ	اصر	اصر	1	1	1	1	1	فِعْلَهُمْ		2	3	1
7:157:27	وَٱلْأَغْلَٰلَ	غلل	غل	1	1	1	1	1	أَفْعَال		13	16	0
7:157:29	كَانَتْ	كون	كان	1	1	1	1	1	فَعَلَت	فَعَلَ	1357	1390	1
7:157:32	ءَامَنُوا۟	امن	ءامن	1	1	1	1	1	فعَلُوا	أَفْعَلَ	542	879	1
7:157:34	وَعَزَّرُوهُ	عزر	عزر	1	1	1	1	1	فَعَّلُوهُ	فَعَّلَ	2	3	0
7:157:35	وَنَصَرُوهُ	نصر	نصر	1	1	1	1	1	فَعَلُوهُ	فَعَلَ	80	158	1
7:157:36	وَٱتَّبَعُوا۟	تبع	اتبع	1	1	1	1	1	افَّعَلُوا	اِفْتَعَلَ	150	172	1
7:157:37	ٱلنُّورَ	نور	نور	1	1	1	1	1	فُعل		42	194	1
7:157:39	أُنزِلَ	نزل	انزل	1	1	1	1	1	أُفْعِل	أَفْعَلَ	182	293	1
7:157:43	ٱلْمُفْلِحُونَ	فلح	مفلحون	1	1	1	1	1	مُفْعِلُون		12	40	1
7:158:1	قُلْ	قول	قال	1	1	1	1	1	فُل	فَعَلَ	1617	1722	1
7:158:3	ٱلنَّاسُ	نوس	ناس	1	1	1	1	1	فَعَل		240	241	1
7:158:5	رَسُولُ	رسل	رسول	1	1	1	1	1	فَعُول		331	513	1
7:158:6	ٱللَّهِ	اله	الله	1	0	1	1	0			2698	2851	1
7:158:8	جَمِيعًا	جمع	جميع	1	1	1	1	1	فَعِيلًا		52	129	1
7:158:11	مُلْكُ	ملك	ملك	1	1	1	1	1	فُعْل		154	206	1
7:158:12	ٱلسَّمَٰوَٰتِ	سمو	سماء	1	1	1	1	1	فَعَاوَلَت		309	381	1
7:158:13	وَٱلْأَرْضِ	ارض	ارض	1	1	1	1	1	فَعْل		460	461	1
7:158:15	إِلَٰهَ	اله	اله	1	1	1	1	1	فِعَٰل		146	2851	1
