root_normalized,root_raw,asl_text,asl_preamble,asl_count,asl_status,source,edition,confidence
خيف,خيف,الخاء والياء والفاء أصل واحد يدل على اختلاف,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خيل,خيل,الخاء والياء واللام أصل واحد يدل على حركة في تلون,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
خيم,خيم,الخاء والياء والميم أصل واحد يدل على الإقامة والثبات,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
داب,دأب,الدال والهمزة والباء أصل واحد يدل على ملازمة ودوام,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
داث,دأث,الدال والهمزة والثاء ليس أصلا; لأن الدأثاء - وهي الأمة - مقلوبة من الثأداء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
داظ,دأظ,الدال والهمزة والظاء كلمة واحدة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دال,دأل,الدال والهمزة واللام يدل على خفة ونشطة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دام,دأم,الدال والهمزة والميم يدل على توال وتنضد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
داى,دأى,يدل على ختل ||| عظم متصل بمثله، ويشبه به غيره، ويكون من خشب,الدال والهمزة والياء أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دب,دب,الدال والباء أصل واحد صحيح منقاس، وهو حركة على الأرض أخف من المشي,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دبج,دبج,الدال والباء والجيم أصل واحد يدل على شيء ذي صفحة حسنة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دبح,دبح,الدال والباء والحاء أصيل، وهو الإقبال على الشيء بالجسم حتى تحنو عليه كل الحنو,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دبر,دبر,الدال والباء والراء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دبس,دبس,الدال والباء والسين أصل يدل على عصارة في لون ليس بناصع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دبش,دبش,الدال والباء والشين ليس بشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دبغ,دبغ,الدال والباء والغين كلمة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دبق,دبق,الدال والباء والقاف ليس بشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دبل,دبل,الدال والباء واللام أصل يدل على جمع وتجمع وإصلاح لمرمة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دبى,دبى,الدال والباء والياء ليس أصلا، وإنما [هو] كلمة واحدة، ثم يحمل عليها تشبيها,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دث,دث,الدال والثاء كلمة واحدة، وهو المطر الضعيف,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دثا,دثأ,الدال والثاء والهمزة ليس أصلا; لأنه من باب الإبدال,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دثر,دثر,الدال والثاء والراء أصل واحد منقاس مطرد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دثن,دثن,الدال والثاء والنون كلام لعله أن يكون صحيحا,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دج,دج,كشبه الدبيب ||| شيء يغشي ويغطي,الدال والجيم أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دجر,دجر,الدال والجيم والراء أصل يدل على لبس,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دجل,دجل,الدال والجيم واللام أصل واحد منقاس، يدل على التغطية والستر,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دجم,دجم,الدال والجيم والميم كلمة واحدة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دجن,دجن,الدال والجيم والنون قياسه قياس الدال والجيم واللام,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دح,دح,الدال والحاء أصل واحد يدل على اتساع وتبسط,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دحر,دحر,الدال والحاء والراء أصل واحد، وهو الطرد والإبعاد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دحز,دحز,الدال والحاء والزاء ليس بشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دحس,دحس,الدال والحاء والسين أصل مطرد منقاس، وهو تخلل الشيء بالشيء في خفاء ورفق,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دحص,دحص,الدال والحاء والصاد كلمة واحدة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دحض,دحض,الدال والحاء والضاد أصل يدل على زوال وزلق,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دحق,دحق,الدال والحاء والقاف قياس يقرب من الذي قبله,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دحل,دحل,الدال والحاء واللام يدل على تلجف في الشيء وتطامن,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دحم,دحم,الدال والحاء والميم ليس بشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دحن,دحن,الدال والحاء والنون ليس بأصل، لأنه من باب الإبدال,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دحو,دحو,الدال والحاء والواو أصل واحد يدل على بسط وتمهيد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دخ,دخ,الدال والخاء ليس أصلا يفرع منه، لكنهم يقولون: دخدخنا القوم: أذللناهم، دخدخة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دخر,دخر,الدال والخاء والراء أصل يدل على الذل,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دخس,دخس,الدال والخاء والسين أصل واحد، يدل على اكتناز واندساس في تراب أو غيره,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دخش,دخش,الدال والخاء والشين ليس بشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دخص,دخص,الدال والخاء والصاد كالذي قبله,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دخل,دخل,الدال والخاء واللام أصل مطرد منقاس، وهو الولوج,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دخن,دخن,الدال والخاء والنون أصل واحد، وهو الذي يكون عن الوقود، ثم يشبه به كل شيء يشبهه من عداوة ونظيرها,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دد,دد,الدال والدال كلمة واحدة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
ددن,ددن,الدال والدال والنون كلمتان: إحداهما اللهو واللعب، يقال ددن ودد,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
در,در,تولد شيء عن شيء ||| اضطراب في شيء,الدال والراء في المضاعف يدل على أصلين,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
درب,درب,الدال والراء والباء الصحيح منه أصل واحد، وهو أن يغرى بالشيء ويلزمه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
درج,درج,الدال والراء والجيم أصل واحد يدل على مضي الشيء والمضي في الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
درح,درح,الدال والراء والحاء أصيل أيضا,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
درد,درد,الدال والراء والدال أصيل فيه كلام يسير,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
درز,درز,الدال والراء والزاء ليس بشيء، ولا أحسب العرب قالت فيه,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
درس,درس,الدال والراء والسين أصل واحد يدل على خفاء وخفض وعفاء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
درص,درص,الدال والراء والصاد ليس أصلا يقاس عليه ولا يفرع منه، لكنهم يقولون الدرص ولد الفأرة، وجمعه درصة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
درع,درع,الدال والراء والعين أصل واحد، وهو شيء [من اللباس] ، ثم يحمل عليه تشبيها,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
درق,درق,الدال والراء والقاف ليس هو عندي أصلا يقاس عليه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
درك,درك,الدال والراء والكاف أصل واحد، وهو لحوق الشيء بالشيء ووصوله إليه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
درم,درم,الدال والراء والميم أصل يدل على مقاربة ولين,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
درن,درن,الدال والراء والنون أصل صحيح، وهو تقادم في الشيء مع تغير لون,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دره,دره,الدال والراء والهاء ليس أصلا; لأن الهاء مبدلة من همزة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
درى,درى,الدال والراء والحرف المعتل والمهموز,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دس,دس,الدال والسين في المضاعف والمطابق أصل واحد يدل على دخول الشيء تحت خفاء وسر,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دست,دست,الدال والسين والتاء ليس أصلا، لأن الدست الصحراء وهو فارسي معرب,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دسر,دسر,الدال والسين والراء أصل واحد يدل على الدفع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دسع,دسع,الدال والسين والعين أصل يدل على الدفع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دسق,دسق,الدال والسين والقاف أصيل يدل على الامتلاء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دسم,دسم,يدل على سد الشيء ||| يدل على تلطخ الشيء بالشيء,الدال والسين والميم أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دسوا,دسوا,الدال والسين والحرف المعتل أصل واحد يدل على خفاء وستر,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دظ,دظ,الدال والظاء ليس أصلا يعول عليه ولا ينقاس منه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دع,دع,الدال والعين أصل واحد منقاس مطرد، وهو يدل على حركة ودفع واضطراب,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دعب,دعب,الدال والعين والباء أصل يدل على امتداد في الشيء وتبسط,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دعث,دعث,الدال والعين والثاء كلمة واحدة وهي الدعث وهو الحقد,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دعج,دعج,الدال والعين والجيم أصل واحد يدل على لون أسود,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دعد,دعد,الدال والعين والدال ليس بشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دعر,دعر,الدال والعين والراء أصل واحد يدل على كراهة وأذى، وأصله الدخان; يقال عود دعر، إذا كان كثير الدخان,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دعز,دعز,الدال والعين والزاء ليس بشيء، ولا معول على قول من يقول: إنه الدفع والنكاح,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دعس,دعس,الدال والعين والسين أصيل,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دعص,دعص,الدال والعين والصاد أصل يدل على دقة ولين,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دعض,دعض,الدال والعين والضاد ليس بشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دعظ,دعظ,الدال والعين والظاء ليس بشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دعق,دعق,الدال والعين والقاف أصل واحد يدل على التأثير في الشيء والإذلال له,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دعك,دعك,الدال والعين والكاف أصل واحد يدل على تمريس الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دعم,دعم,الدال والعين والميم أصل واحد، وهو شيء يكون قياما لشيء ومساكا,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دعو,دعو,الدال والعين والحرف المعتل أصل واحد، وهو أن تميل الشيء إليك بصوت وكلام يكون منك,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دغر,دغر,"الدال والغين والراء أصل واحد، وهو الدفع والتقحم في الشيء، قال رسول الله صلى الله عليه وآله وسلم للنساء: «لا تعذبن أولادكن بالدغر» """,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
دغش,دغش,الدال والغين والشين ليس بشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دغص,دغص,الدال والغين والصاد، كلمة تقال للحمة التي تموج فوق ركبة البعير: الداغصة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
دغف,دغف,الدال والغين والفاء ليس بشيء، إلا أن ابن دريد زعم أن الدغف الإكثار من أخذ الشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
