ref	root	class	hamza	pos	wazn
16:44:7	نوس	أجوف	-	N	فَّاس
16:45:4	سوا	أجوف	2	N	فَيِّئَات
16:47:6	ربب	مضاعف	-	N	فَعَّكُمْ
16:47:7	راف	صحيح سالم	1	N	فَءُوف
16:48:10	ظلل	مضاعف	-	N	فِعَالُهُ
16:48:15	اله	صحيح سالم	0	PN	لَّه
16:48:2	راي	ناقص	1	V	يَفَوْع
16:48:8	شيا	أجوف	2	N	فَعْء
16:49:1	اله	صحيح سالم	0	PN	لَّه
16:49:10	دبب	مضاعف	-	N	فَاعَّة
16:50:1	خوف	أجوف	-	V	يَفَافُعنَ
16:50:2	ربب	مضاعف	-	N	فَعَّهُمْ
16:50:7	امر	صحيح سالم	0	V	يُؤْمَرُونَ
16:51:1	قول	أجوف	-	V	فَال
16:51:4	اخذ	صحيح سالم	0	V	تَتَّخِذُوف
16:52:11	وقي	لفيف	-	V	تَتَّقُفنَ
16:53:10	ضرر	مضاعف	-	N	فُعّ
16:53:9	مسس	مضاعف	-	V	فَعَّكُمُ
16:54:4	ضرر	مضاعف	-	N	فُعّ
16:54:9	ربب	مضاعف	-	N	فَعِّهِمْ
16:56:11	كون	أجوف	-	V	فُنْتُمْ
16:56:12	فري	ناقص	-	V	تَفْتَعُونَ
16:57:2	اله	صحيح سالم	0	PN	لَّه
16:57:3	بني	ناقص	-	N	فَعَات
16:58:5	ظلل	مضاعف	-	V	فَعّ
16:59:13	دسس	مضاعف	-	V	يَفُعُّهُ
16:59:17	سوا	أجوف	2	V	فَاء
16:59:5	سوا	أجوف	2	N	فُعء
16:5:5	دفا	صحيح سالم	2	N	فِعْء
16:60:11	عزز	مضاعف	-	N	فَعِيل
16:60:3	امن	صحيح سالم	0	V	يُؤْمِنُونَ
16:60:6	سوا	أجوف	2	N	فَعْء
16:60:7	اله	صحيح سالم	0	PN	لَّه
16:60:9	علو	ناقص	-	N	أَفْعَى
16:61:10	دبب	مضاعف	-	N	فَاعَّة
16:61:12	اخر	صحيح سالم	0	V	يُؤَخِّرُهُمْ
16:61:15	سمو	ناقص	-	N	مُفَعًّى
16:61:17	جيا	أجوف	2	V	فَاء
16:61:21	سوع	أجوف	-	N	فَاعَة
16:61:4	نوس	أجوف	-	N	فَاس
16:62:15	نور	أجوف	-	N	فَار
16:62:2	اله	صحيح سالم	0	PN	لَّه
16:62:5	وصف	مثال	-	V	تَصِف
16:63:5	امم	مضاعف	0	N	فُعَل
16:64:14	امن	صحيح سالم	0	V	يُؤْمِنُونَ
16:65:14	ايي	لفيف	0	N	فعَة
16:65:4	سمو	ناقص	-	N	فَعَاء
16:65:5	موه	أجوف	-	N	فَاء
16:65:6	حيي	لفيف	-	V	أَفْعَا
16:66:13	دمو	ناقص	-	N	فَع
16:66:16	سوغ	أجوف	-	N	فَائِغًا
16:67:13	ايي	لفيف	0	N	فعَة
16:67:5	اخذ	صحيح سالم	0	V	تَتَّخِذُونَ
16:68:2	ربب	مضاعف	-	N	فَعُّكَ
16:69:17	شفي	ناقص	-	N	فِعَاء
16:69:18	نوس	أجوف	-	N	فَّاس
16:69:2	اكل	صحيح سالم	0	V	كُلِي
16:69:22	ايي	لفيف	0	N	فعَة
16:69:4	كلل	مضاعف	-	N	فُعّ
16:69:8	ربب	مضاعف	-	N	فَعِّكِ
16:69:9	ذلل	مضاعف	-	N	فُعُلًا
16:6:5	روح	أجوف	-	V	تُفِيحُعنَ
16:70:4	وفي	لفيف	-	V	يَتَفَعَّاكُمْ
16:70:7	ردد	مضاعف	-	V	يُفَعّ
16:71:11	ردد	مضاعف	-	N	فَاعِّي
16:71:19	سوي	لفيف	-	N	فَعَاء
16:72:17	امن	صحيح سالم	0	V	يُؤْمِنُونَ
16:73:15	طوع	أجوف	-	V	يَسْتَفِيعُعنَ
16:74:3	اله	صحيح سالم	0	PN	لَّه
16:75:18	سرر	مضاعف	-	N	فِعًّا
16:75:21	سوي	لفيف	-	V	يَفْتَعُونَ
16:75:23	اله	صحيح سالم	0	PN	لَّه
16:75:9	شيا	أجوف	2	N	فَعْء
16:76:10	شيا	أجوف	2	N	فَعْء
16:76:12	كلل	مضاعف	-	N	فَعّ
16:76:14	ولي	لفيف	-	N	مَفْعَاهُ
16:76:18	اتي	ناقص	0	V	يَفْع
16:76:29	قوم	أجوف	-	N	مُسْتَفِيم
16:77:1	اله	صحيح سالم	0	PN	لَّه
16:77:17	كلل	مضاعف	-	N	فُعّ
16:77:18	شيا	أجوف	2	N	فَعْء
16:77:7	سوع	أجوف	-	N	فَاعَة
16:78:13	فاد	صحيح سالم	1	N	أَفْئِدَة
16:78:5	امم	مضاعف	0	N	فُعَّهَاتِكُلْ
16:79:16	ايي	لفيف	0	N	فعَات
16:79:18	امن	صحيح سالم	0	V	يُؤْمِنُونَ
16:79:2	راي	ناقص	1	V	يَفَوْع
16:79:7	جوو	لفيف	-	N	فَعّ
16:79:8	سمو	ناقص	-	N	فَعَاء
16:7:12	ربب	مضاعف	-	N	فَعَّكُمْ
16:7:13	راف	صحيح سالم	1	N	فَءُوف
16:7:9	شقق	مضاعف	-	N	فِعّ
16:80:13	خفف	مضاعف	-	V	تَسْتَفِعُّونَهَا
16:80:17	قوم	أجوف	-	N	إِفَامَتِكُمْ
16:80:22	اثث	مضاعف	0	N	فَعَالًا
16:81:11	كنن	مضاعف	-	N	أَفْعَالًا
16:81:15	وقي	لفيف	-	V	تَقِيكُمُ
16:81:16	حرر	مضاعف	-	N	فَعّ
16:81:18	وقي	لفيف	-	V	تَقِيكُمْ
16:81:21	تمم	مضاعف	-	V	يُفِعّ
16:81:6	ظلل	مضاعف	-	N	فِعَالًا
16:82:2	ولي	لفيف	-	V	تَفَعَّوْا
16:84:4	كلل	مضاعف	-	N	فُعّ
16:84:5	امم	مضاعف	0	N	فُعَّة
16:84:9	اذن	صحيح سالم	0	V	يُؤْذَن
16:85:7	خفف	مضاعف	-	V	يُفَعَّل
16:86:11	كون	أجوف	-	V	فُنَّا
16:86:15	لقي	ناقص	-	V	أَفْعَوْا
16:86:6	قول	أجوف	-	V	فَالُعا
16:86:7	ربب	مضاعف	-	N	فَعَّنَا
16:87:1	لقي	ناقص	-	V	أَفْعَوْا
16:87:10	فري	ناقص	-	V	يَفْتَعُونَ
16:87:6	ضلل	مضاعف	-	V	فَعّ
16:87:9	كون	أجوف	-	V	فَانُعا
16:88:12	كون	أجوف	-	V	فَانُعا
16:88:3	صدد	مضاعف	-	V	فَعُّوا
16:88:7	زيد	أجوف	-	V	فِدْنَاهُمْ
16:89:10	جيا	أجوف	2	V	فِئْنَا
16:89:19	كلل	مضاعف	-	N	فُعّ
16:89:20	شيا	أجوف	2	N	فَعْء
16:89:4	كلل	مضاعف	-	N	فُعّ
16:89:5	امم	مضاعف	0	N	فُعَّة
16:90:14	وعظ	مثال	-	V	يَعِظُكُمْ
16:90:6	اتي	ناقص	0	N	فِيعَاء
16:91:1	وفي	لفيف	-	V	أَفْعُوا
16:92:10	اخذ	صحيح سالم	0	V	تَتَّخِذُونَ
16:92:16	امم	مضاعف	0	N	فُعَّة
16:92:18	ربو	ناقص	-	V	أَفْعَى
16:92:20	امم	مضاعف	0	N	فُعَّة
16:92:28	قوم	أجوف	-	N	فِيَامَة
16:92:30	كون	أجوف	-	V	فُنْتُمْ
16:92:8	قوي	لفيف	-	N	فُعَّة
16:93:10	شيا	أجوف	2	V	يَفَاء
16:93:13	شيا	أجوف	2	V	يَفَاء
16:93:16	كون	أجوف	-	V	فُنْتُمْ
16:93:2	شيا	أجوف	2	V	فَاء
16:93:5	امم	مضاعف	0	N	فُعَّة
16:93:8	ضلل	مضاعف	-	V	يُفِعّ
16:94:11	سوا	أجوف	2	N	فُعء
16:94:13	صدد	مضاعف	-	V	فَعَلْتُمْ
16:94:2	اخذ	صحيح سالم	0	V	تَتَّخِذُوف
16:94:6	زلل	مضاعف	-	V	تَفِعّ
16:95:14	كون	أجوف	-	V	فُنْتُمْ
16:95:2	شري	ناقص	-	V	تَفْتَعُوا
16:95:6	قلل	مضاعف	-	ADJ	فَعِيلًا
16:96:14	كون	أجوف	-	V	فَانُعا
16:96:7	بقي	ناقص	-	N	فَاع
16:97:10	حيي	لفيف	-	V	نُفْعِلَنَّهُ
16:97:11	حيي	لفيف	-	N	فَعَاة
16:97:17	كون	أجوف	-	V	فَانُعا
16:97:9	امن	صحيح سالم	0	N	مُؤْمِن
16:98:4	عوذ	أجوف	-	V	اسْتَفِذ
16:99:9	ربب	مضاعف	-	N	فَعِّهِمْ
16:9:6	جور	أجوف	-	N	فَائِر
16:9:8	شيا	أجوف	2	V	فَاء
16:9:9	هدي	ناقص	-	V	فَعَاكُمْ
17:100:1	قول	أجوف	-	V	فُل
17:100:12	كون	أجوف	-	V	فَان
17:100:7	ربب	مضاعف	-	N	فَعِّي
17:101:11	جيا	أجوف	2	V	فَاءَهُمْ
17:101:12	قول	أجوف	-	V	فَال
17:101:16	ظنن	مضاعف	-	V	أَفُعُّكَ
17:101:5	ايي	لفيف	0	N	فعَات
17:102:1	قول	أجوف	-	V	فَال
17:102:13	ظنن	مضاعف	-	V	أَفُعُّكَ
17:102:8	ربب	مضاعف	-	N	فَعّ
17:103:1	رود	أجوف	-	V	أَفَاد
17:103:3	فزز	مضاعف	-	V	يَسْتَفِعَّهُمْ
17:104:1	قول	أجوف	-	V	فُلْنَا
17:104:12	جيا	أجوف	2	V	فِئْنَا
17:104:14	لفف	مضاعف	-	N	فَعِيلًا
17:104:9	جيا	أجوف	2	V	فَاء
17:105:1	حقق	مضاعف	-	N	فَعّ
17:105:3	حقق	مضاعف	-	N	فَعّ
17:106:5	نوس	أجوف	-	N	فَاس
17:107:1	قول	أجوف	-	V	فُل
17:107:14	تلو	ناقص	-	V	يُفْعَى
17:107:16	خرر	مضاعف	-	V	يَفِعُّونَ
17:107:6	امن	صحيح سالم	0	V	تُؤْمِنُوف
17:107:9	اتي	ناقص	0	V	فُوعُوا
17:108:3	ربب	مضاعف	-	N	فَعِّنَا
17:108:5	كون	أجوف	-	V	فَان
17:108:7	ربب	مضاعف	-	N	فَعِّنَا
17:109:1	خرر	مضاعف	-	V	يَفِعُّونَ
17:109:3	بكي	ناقص	-	V	يَفْعُونَ
17:10:4	امن	صحيح سالم	0	V	يُؤْمِنُونَ
17:110:1	قول	أجوف	-	V	فُل
17:110:11	سمو	ناقص	-	N	أَفْعَاء
17:110:15	صلو	ناقص	-	N	فَعَاتِكَ
17:110:19	بغي	ناقص	-	V	افْتَع
17:111:1	قول	أجوف	-	V	فُل
17:111:15	كون	أجوف	-	V	يَفُن
17:111:19	ذلل	مضاعف	-	N	فُعّ
17:111:3	اله	صحيح سالم	0	PN	لَّه
17:111:6	اخذ	صحيح سالم	0	V	يَتَّخِذ
17:111:9	كون	أجوف	-	V	يَفُن
17:11:1	دعو	ناقص	-	V	يَفْع
17:11:3	شرر	مضاعف	-	N	فَعّ
17:11:4	دعو	ناقص	-	N	فُعَاءَهُ
17:11:6	كون	أجوف	-	V	فَان
17:12:12	بغي	ناقص	-	V	تَفْتَعُوا
17:12:15	ربب	مضاعف	-	N	فَعِّكُمْ
17:12:17	عدد	مضاعف	-	N	فَعَل
17:12:18	سنو	ناقص	-	N	فِعِين
17:12:20	كلل	مضاعف	-	N	فُعّ
17:12:21	شيا	أجوف	2	N	فَعْء
17:12:4	ايي	لفيف	0	N	فعَتَلْن
17:12:6	ايي	لفيف	0	N	فعَة
17:12:9	ايي	لفيف	0	N	فعَة
17:13:1	كلل	مضاعف	-	N	فُعّ
17:13:10	قوم	أجوف	-	N	فِيَامَة
17:13:12	لقي	ناقص	-	V	يَفْعَاهُ
17:13:4	طير	أجوف	-	N	فَائِرَهُ
17:15:12	وزر	مثال	-	V	تَزِر
17:15:17	كون	أجوف	-	V	فُنَّا
17:15:7	ضلل	مضاعف	-	V	فَعّ
17:15:9	ضلل	مضاعف	-	V	يَفِعّ
17:16:10	حقق	مضاعف	-	V	فَعّ
17:16:2	رود	أجوف	-	V	أَفَدْنَا
17:17:9	ربب	مضاعف	-	N	فَعِّكَ
17:18:11	رود	أجوف	-	V	نُفِيد
17:18:16	صلي	ناقص	-	V	يَفْعَاهَا
17:18:17	ذمم	مضاعف	-	N	مَفْعُولًا
17:18:2	كون	أجوف	-	V	فَان
17:18:3	رود	أجوف	-	V	يُفِيد
17:18:9	شيا	أجوف	2	V	نَفَاء
17:19:10	كون	أجوف	-	V	فَان
17:19:2	رود	أجوف	-	V	أَفَاد
17:19:8	امن	صحيح سالم	0	N	مُؤْمِن
17:1:11	قصو	ناقص	-	ADJ	أَفْعَى
17:1:15	راي	ناقص	1	V	نُفِيَهُ
17:1:17	ايي	لفيف	0	N	فعَاتِنَا
17:20:1	كلل	مضاعف	-	N	فُعًّا
17:20:10	عطو	ناقص	-	N	فَعَاء
17:20:11	ربب	مضاعف	-	N	فَعِّكَ
17:20:2	مدد	مضاعف	-	V	نُفِعّ
17:20:6	عطو	ناقص	-	N	فَعَاء
17:20:7	ربب	مضاعف	-	N	فَعِّكَ
17:20:9	كون	أجوف	-	V	فَان
17:22:8	ذمم	مضاعف	-	N	مَفْعُولًا
17:23:15	كلو	ناقص	-	N	فِعَاهُمَا
17:23:17	قول	أجوف	-	V	تَفُل
17:23:19	افف	مضاعف	0	N	فُعّ
17:23:2	ربب	مضاعف	-	N	فَعُّكَ
17:23:22	قول	أجوف	-	V	فُل
17:24:11	ربو	ناقص	-	V	فَعَّيَانِي
17:24:4	ذلل	مضاعف	-	N	فُعّ
17:24:7	قول	أجوف	-	V	فُل
17:24:8	ربب	مضاعف	-	N	فَعِّ
17:25:1	ربب	مضاعف	-	N	فَعُّكُمْ
17:25:10	كون	أجوف	-	V	فَان
17:26:1	اتي	ناقص	0	V	فع
17:26:4	حقق	مضاعف	-	N	فَعَّهُ
17:26:6	بني	ناقص	-	N	افْع
17:27:3	كون	أجوف	-	V	فَانُعا
17:27:6	كون	أجوف	-	V	فَان
17:27:8	ربب	مضاعف	-	N	فَعِّهِ
17:28:4	بغي	ناقص	-	N	افْتِعَاء
17:28:7	ربب	مضاعف	-	N	فَعِّكَ
17:28:9	قول	أجوف	-	V	فُل
17:29:3	يدي	لفيف	-	N	فَعَكَ
17:29:4	غلل	مضاعف	-	N	مَفْعُولَة
17:29:9	كلل	مضاعف	-	N	فُعّ
17:2:9	اخذ	صحيح سالم	0	V	تَتَّخِذُوف
17:30:2	ربب	مضاعف	-	N	فَعَّكَ
17:30:6	شيا	أجوف	2	V	يَفَاء
17:30:9	كون	أجوف	-	V	فَان
17:31:11	كون	أجوف	-	V	فَان
17:32:3	زني	ناقص	-	N	فِعَا
17:32:5	كون	أجوف	-	V	فَان
17:32:7	سوا	أجوف	2	V	فَاء
17:33:21	كون	أجوف	-	V	فَان
17:33:8	حقق	مضاعف	-	N	فَعّ
17:34:11	شدد	مضاعف	-	N	أَفُعَّهُ
17:34:12	وفي	لفيف	-	V	أَفْعُوا
17:34:16	كون	أجوف	-	V	فَان
17:34:17	سال	صحيح سالم	1	N	مَفْئُولًع
17:34:3	مول	أجوف	-	N	فَال
17:35:1	وفي	لفيف	-	V	أَفْعُوا
17:35:4	كيل	أجوف	-	V	فِلْتُمْ
17:35:5	وزن	مثال	-	V	زِنُفا
17:35:7	قوم	أجوف	-	N	مُسْتَفِيم
17:36:12	كلل	مضاعف	-	N	فُعّ
17:36:14	كون	أجوف	-	V	فَان
17:36:16	سال	صحيح سالم	1	N	مَفْئُولًع
17:36:2	قفو	ناقص	-	V	تَفْع
17:37:2	مشي	ناقص	-	V	تَفْع
17:38:1	كلل	مضاعف	-	N	فُعّ
17:38:3	كون	أجوف	-	V	فَان
17:38:4	سوا	أجوف	2	N	فَيِّئُهُ
17:38:6	ربب	مضاعف	-	N	فَعِّكَ
17:39:5	ربب	مضاعف	-	N	فَعُّكَ
17:3:1	ذرر	مضاعف	-	N	فُعِّيَّة
17:3:7	كون	أجوف	-	V	فَان
17:40:1	صفو	ناقص	-	V	أَفَأَفْعَاكُمْ
17:40:2	ربب	مضاعف	-	N	فَعُّكُمْ
17:42:1	قول	أجوف	-	V	فُل
17:42:3	كون	أجوف	-	V	فَان
17:42:9	بغي	ناقص	-	V	افْتَعَوْا
17:43:2	علو	ناقص	-	V	تَفَاعَى
17:44:10	شيا	أجوف	2	N	فَعْء
17:44:19	كون	أجوف	-	V	فَان
17:45:9	امن	صحيح سالم	0	V	يُؤْمِنُونَ
17:46:12	ربب	مضاعف	-	N	فَعَّكَ
17:46:16	ولي	لفيف	-	V	فَعَّوْا
17:46:4	كنن	مضاعف	-	N	أَفِعَّة
17:48:6	ضلل	مضاعف	-	V	فَعُّوا
17:48:8	طوع	أجوف	-	V	يَسْتَفِيعُعنَ
17:49:1	قول	أجوف	-	V	فَالُعا
17:49:3	كون	أجوف	-	V	فُنَّا
17:49:9	جدد	مضاعف	-	ADJ	فَعِيلًا
17:4:10	مرر	مضاعف	-	N	فَعَّتَيْن
17:4:11	علو	ناقص	-	V	تَفْعُنَّ
17:50:1	قول	أجوف	-	V	فُل
17:50:5	حدد	مضاعف	-	N	فَعِيلًا
17:51:10	قول	أجوف	-	V	فُل
17:51:14	مرر	مضاعف	-	N	فَعَّة
17:51:17	راس	صحيح سالم	1	N	فُءُوسَهُمْ
17:51:21	قول	أجوف	-	V	فُل
17:51:9	عود	أجوف	-	V	يُفِيدُنَا
17:52:3	جوب	أجوف	-	V	تَسْتَفِيبُعنَ
17:52:5	ظنن	مضاعف	-	V	تَفُعُّولَ
17:52:9	قلل	مضاعف	-	N	فَعِيلًا
17:53:1	قول	أجوف	-	V	فُل
17:53:13	كون	أجوف	-	V	فَان
17:54:1	ربب	مضاعف	-	N	فَعُّكُمْ
17:54:5	شيا	أجوف	2	V	يَفَأ
17:54:9	شيا	أجوف	2	V	يَفَأ
17:55:1	ربب	مضاعف	-	N	فَعُّكَ
17:55:10	نبا	صحيح سالم	2	N	فَعِيِّين
17:56:1	قول	أجوف	-	V	فُل
17:56:10	ضرر	مضاعف	-	N	فُعّ
17:57:12	خوف	أجوف	-	V	يَفَافُعنَ
17:57:16	ربب	مضاعف	-	N	فَعِّكَ
17:57:17	كون	أجوف	-	V	فَان
17:57:4	بغي	ناقص	-	V	يَفْتَعُونَ
17:57:6	ربب	مضاعف	-	N	فَعِّهِمُ
17:58:13	شدد	مضاعف	-	ADJ	فَعِيلًا
17:58:14	كون	أجوف	-	V	فَان
17:58:9	قوم	أجوف	-	N	فِيَامَة
17:59:13	نوق	أجوف	-	N	فَاقَة
17:59:19	ايي	لفيف	0	N	فعَات
17:59:5	ايي	لفيف	0	N	فعَات
17:5:11	شدد	مضاعف	-	ADJ	فَعِيل
17:5:12	جوس	أجوف	-	V	فَاسُعا
17:5:13	خلل	مضاعف	-	N	فِعَال
17:5:14	دور	أجوف	-	N	فِيَار
17:5:15	كون	أجوف	-	V	فَان
17:5:2	جيا	أجوف	2	V	فَاء
17:60:10	راي	ناقص	1	N	فُؤْيَع
17:60:12	راي	ناقص	1	V	أَفَيْنَعكَ
17:60:15	نوس	أجوف	-	N	فَّاس
17:60:2	قول	أجوف	-	V	فُلْنَا
17:60:5	ربب	مضاعف	-	N	فَعَّكَ
17:60:6	حوط	أجوف	-	V	أَفَاط
17:60:7	نوس	أجوف	-	N	فَاس
17:61:2	قول	أجوف	-	V	فُلْنَا
17:61:9	قول	أجوف	-	V	فَال
17:62:1	قول	أجوف	-	V	فَال
17:62:11	قوم	أجوف	-	N	فِيَامَة
17:62:13	ذرر	مضاعف	-	N	فُعِّيَّتَهُ
17:62:15	قلل	مضاعف	-	N	فَعِيلًا
17:63:1	قول	أجوف	-	V	فَال
17:63:8	جزي	ناقص	-	N	فَعَاؤُكُمْ
17:63:9	جزي	ناقص	-	N	فَعَاء
17:64:1	فزز	مضاعف	-	V	اسْتَفْعِل
17:64:14	وعد	مثال	-	V	عِدْهُمْ
17:64:16	وعد	مثال	-	V	يَعِدُهُمُ
17:64:19	غرر	مضاعف	-	N	فُعُولًا
17:64:3	طوع	أجوف	-	V	اسْتَفَعْتَ
17:65:8	ربب	مضاعف	-	N	فَعِّكَ
17:66:1	ربب	مضاعف	-	N	فَعُّكُمُ
17:66:12	كون	أجوف	-	V	فَان
17:66:3	زجو	ناقص	-	V	يُفْعِي
17:66:8	بغي	ناقص	-	V	تَفْتَعُوا
17:67:12	نجو	ناقص	-	V	فَعَّاكُمْ
17:67:14	برر	مضاعف	-	N	فَعّ
17:67:16	كون	أجوف	-	V	فَان
17:67:2	مسس	مضاعف	-	V	فَعَّكُمُ
17:67:3	ضرر	مضاعف	-	N	فُعّ
17:67:6	ضلل	مضاعف	-	V	فَعّ
17:68:13	وجد	مثال	-	V	تَجِدُفا
17:68:6	برر	مضاعف	-	N	فَعّ
17:69:12	روح	أجوف	-	N	فِيح
17:69:18	وجد	مثال	-	V	تَجِدُفا
17:69:4	عود	أجوف	-	V	يُفِيدَكُمْ
17:69:6	تور	أجوف	-	N	فَارَة
17:6:2	ردد	مضاعف	-	V	فَعَلْنَا
17:6:4	كرر	مضاعف	-	N	فَعَّة
17:6:6	مدد	مضاعف	-	V	أَفْعَلْنَاكُمْ
17:70:7	برر	مضاعف	-	N	فَعّ
17:71:11	قرا	صحيح سالم	2	V	يَفْعَءُونَ
17:71:3	كلل	مضاعف	-	N	فُعّ
17:71:5	امم	مضاعف	0	N	فِعَالِهِمْ
17:72:10	ضلل	مضاعف	-	N	أَفَعّ
17:72:2	كون	أجوف	-	V	فَان
17:73:13	خلل	مضاعف	-	N	فَعِيلًا
17:73:2	كود	أجوف	-	V	فَادُعا
17:74:5	كود	أجوف	-	V	فِدْتَ
17:74:9	قلل	مضاعف	-	ADJ	فَعِيلًا
17:75:2	ذوق	أجوف	-	V	أَفَقْنَاكَ
17:75:4	حيي	لفيف	-	N	فَعَاة
17:75:6	موت	أجوف	-	N	فَمَات
17:75:9	وجد	مثال	-	V	تَجِد
17:76:13	قلل	مضاعف	-	N	فَعِيلًا
17:76:2	كود	أجوف	-	V	فَادُعا
17:76:3	فزز	مضاعف	-	V	يَسْتَفِعُّونَكَ
17:77:1	سنن	مضاعف	-	N	فُعَّة
17:77:10	سنن	مضاعف	-	N	فُعَّتِلَا
17:77:9	وجد	مثال	-	V	تَجِد
17:78:1	قوم	أجوف	-	V	أَفِم
17:78:13	كون	أجوف	-	V	فَان
17:78:2	صلو	ناقص	-	N	فَعَاة
17:79:10	ربب	مضاعف	-	N	فَعُّكَ
17:79:11	قوم	أجوف	-	N	مَفَامًا
17:7:19	مرر	مضاعف	-	N	فَعَّة
17:7:6	سوا	أجوف	2	V	أَفَأْتُمْ
17:7:9	جيا	أجوف	2	V	فَاء
17:80:1	قول	أجوف	-	V	فُل
17:80:2	ربب	مضاعف	-	N	فَعِّ
17:81:1	قول	أجوف	-	V	فُل
17:81:2	جيا	أجوف	2	V	فَاء
17:81:3	حقق	مضاعف	-	N	فَعّ
17:81:8	كون	أجوف	-	V	فَان
17:82:6	شفي	ناقص	-	N	فِعَاء
17:82:8	امن	صحيح سالم	0	N	مُؤْمِنِين
17:83:10	شرر	مضاعف	-	N	فَعّ
17:83:11	كون	أجوف	-	V	فَان
17:83:12	ياس	مثال	1	N	فَئُوسًع
17:83:9	مسس	مضاعف	-	V	فَعَّهُ
17:84:1	قول	أجوف	-	V	فُل
17:84:2	كلل	مضاعف	-	N	فُعّ
17:84:6	ربب	مضاعف	-	N	فَعُّكُمْ
17:85:14	قلل	مضاعف	-	N	فَعِيلًا
17:85:4	قول	أجوف	-	V	فُل
17:85:8	ربب	مضاعف	-	N	فَعِّي
17:86:2	شيا	أجوف	2	V	فِئْنَا
17:86:9	وجد	مثال	-	V	تَجِد
17:87:4	ربب	مضاعف	-	N	فَعِّكَ
17:87:7	كون	أجوف	-	V	فَان
17:88:1	قول	أجوف	-	V	فُل
17:88:13	اتي	ناقص	0	V	يَفْعُونَ
17:88:16	كون	أجوف	-	V	فَان
17:88:5	جنن	مضاعف	-	N	فِعّ
17:88:8	اتي	ناقص	0	V	يَفْعُوا
17:89:12	نوس	أجوف	-	N	فَاس
17:89:3	نوس	أجوف	-	N	فَّاس
17:89:8	كلل	مضاعف	-	N	فُعّ
17:8:2	ربب	مضاعف	-	N	فَعُّكُمْ
17:8:6	عود	أجوف	-	V	فُدْتُمْ
17:8:7	عود	أجوف	-	V	فُدْنَا
17:90:1	قول	أجوف	-	V	فَالُعا
17:90:3	امن	صحيح سالم	0	V	نُؤْمِن
17:91:10	خلل	مضاعف	-	N	فِعَالَهَا
17:91:4	جنن	مضاعف	-	N	فَعَّة
17:92:3	سمو	ناقص	-	N	فَعَاء
17:93:10	سمو	ناقص	-	N	فَعَاء
17:93:12	امن	صحيح سالم	0	V	نُؤْمِن
17:93:18	قرا	صحيح سالم	2	V	نَفْعَؤُهُ
17:93:19	قول	أجوف	-	V	فُل
17:93:21	ربب	مضاعف	-	N	فَعِّي
17:93:23	كون	أجوف	-	V	فُنْتُ
17:94:11	قول	أجوف	-	V	فَالُعا
17:94:3	نوس	أجوف	-	N	فَاس
17:94:5	امن	صحيح سالم	0	V	يُؤْمِنُوف
17:94:7	جيا	أجوف	2	V	فَاءَهُمُ
17:95:1	قول	أجوف	-	V	فُل
17:95:12	سمو	ناقص	-	N	فَعَاء
17:95:3	كون	أجوف	-	V	فَان
17:95:7	مشي	ناقص	-	V	يَفْعُونَ
17:96:1	قول	أجوف	-	V	فُل
17:96:8	كون	أجوف	-	V	فَان
17:97:16	قوم	أجوف	-	N	فِيَامَة
17:97:2	هدي	ناقص	-	V	يَفْع
17:97:21	صمم	مضاعف	-	N	فُعًّا
17:97:22	اوي	لفيف	0	N	مَفْعَاهُمْ
17:97:24	كلل	مضاعف	-	T	فُعَّمَا
17:97:25	خبو	ناقص	-	V	فَعَت
17:97:26	زيد	أجوف	-	V	فِدْنَاهُمْ
17:97:5	هدي	ناقص	-	N	مُفْتَع
17:97:7	ضلل	مضاعف	-	V	يُفْعِل
17:97:9	وجد	مثال	-	V	تَجِد
17:98:14	جدد	مضاعف	-	ADJ	فَعِيلًا
17:98:2	جزي	ناقص	-	N	فَعَاؤُهُمْ
17:98:5	ايي	لفيف	0	N	فعَاتِنَا
17:98:6	قول	أجوف	-	V	فَالُعا
17:98:8	كون	أجوف	-	V	فُنَّا
17:99:2	راي	ناقص	1	V	يَفَوْع
17:9:9	امن	صحيح سالم	0	N	مُؤْمِنِين
18:101:10	طوع	أجوف	-	V	يَسْتَفِيعُعنَ
18:101:2	كون	أجوف	-	V	فَانَت
18:101:5	غطو	ناقص	-	N	فِعَاء
18:101:8	كون	أجوف	-	V	فَانُعا
18:102:5	اخذ	صحيح سالم	0	V	يَتَّخِذُوف
18:103:1	قول	أجوف	-	V	فُل
18:103:3	نبا	صحيح سالم	2	V	فُنَعِّئُكُمْ
18:104:2	ضلل	مضاعف	-	V	فَعّ
18:104:5	حيي	لفيف	-	N	فَعَاة
18:104:6	دنو	ناقص	-	ADJ	فُعْيَا
18:105:10	قوم	أجوف	-	V	نُفِيم
18:105:13	قوم	أجوف	-	N	فِيَامَة
