ref	word	relation	relation_ar	reason
9:69:15	كما	gen	مجرور	non-nominal-pos:SUB:مجرور
9:70:1	ألمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
9:70:19	فما	root	root	non-nominal-pos:NEG:root
9:70:23	ولكن	root	root	non-nominal-pos:AMD:root
9:72:5	جنتٍ	Spec	مفعول به	case-conflict:مفعول به
9:73:8	ومأْوىهُمْ	root	root	case-conflict:root
9:74:3	ما	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
9:74:5	ولقدْ	root	root	non-nominal-pos:CERT:root
9:74:14	لمْ	sub	صلة	non-nominal-pos:NEG:صلة
9:74:16	وما	root	root	non-nominal-pos:NEG:root
9:74:18	إلا	exp	مفعول به	non-nominal-pos:EXP:مفعول به
9:74:19	أنْ	exp	مستثني	non-nominal-pos:SUB:مستثني
9:74:25	فإن	root	root	non-nominal-pos:COND:root
9:74:30	وإن	conj	معطوف	tabi-non-nominal:COND:معطوف
9:74:39	وما	root	root	non-nominal-pos:NEG:root
9:74:43	من	Pred	زائد	prep-in-nominal-slot:زائد
9:74:45	ولا	emph	توكيد	tabi-non-nominal:NEG:توكيد
9:75:5	لئنْ	root	root	non-nominal-pos:COND:root
9:77:8	بما	gen	مجرور	non-nominal-pos:SUB:مجرور
9:77:13	وبما	gen	مجرور	non-nominal-pos:SUB:مجرور
9:78:1	ألمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
9:79:9	لا	sub	صلة	non-nominal-pos:NEG:صلة
9:79:11	إلا	res	حصر	non-nominal-pos:RES:حصر
9:80:4	لا	conj	root	tabi-non-nominal:NEG:root
9:80:7	إن	root	root	non-nominal-pos:COND:root
9:80:12	فلن	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
9:80:22	لا	Pred	خبر	non-nominal-pos:NEG:خبر
9:81:8	أن	link	متعلق	non-nominal-pos:SUB:متعلق
9:81:16	لا	Obj	مفعول به	non-nominal-pos:PRO:مفعول به
9:81:21	نارُ	Obj	مفعول به	case-conflict:مفعول به
9:81:25	لوْ	root	root	non-nominal-pos:COND:root
9:83:1	فإن	root	root	non-nominal-pos:COND:root
9:83:10	لن	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
9:83:14	ولن	conj	معطوف	tabi-non-nominal:NEG:معطوف
9:84:1	ولا	root	root	non-nominal-pos:NEG:root
9:84:8	ولا	conj	معطوف	tabi-non-nominal:PRO:معطوف
9:85:1	ولا	conj	root	tabi-non-nominal:PRO:root
9:85:8	أن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
9:86:4	أنْ	root	root	non-nominal-pos:INT:root
9:87:2	بأن	gen	مجرور	non-nominal-pos:SUB:مجرور
9:87:10	لا	Pred	خبر	non-nominal-pos:NEG:خبر
9:88:1	لكن	root	root	non-nominal-pos:AMD:root
9:89:4	جنتٍ	Obj	مفعول به	case-conflict:مفعول به
9:91:4	ولا	conj	معطوف	tabi-non-nominal:NEG:معطوف
9:91:7	ولا	conj	معطوف	tabi-non-nominal:NEG:معطوف
9:91:10	لا	sub	صلة	non-nominal-pos:NEG:صلة
9:91:15	إذا	link	متعلق	no-case:متعلق:T
9:91:19	ما	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
9:92:1	ولا	root	root	non-nominal-pos:NEG:root
9:92:2	على	Poss	مضاف إليه	prep-in-nominal-slot:مضاف إليه
9:92:4	إذا	sub	صلة	no-case:صلة:T
9:92:5	ما	sup	زائد	no-case:زائد:REL
9:92:9	لا	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
9:92:15	وأعْيُنُهُمْ	circ	حال	case-conflict:حال
9:92:20	ألا	prp	المفعول لأجله	non-nominal-pos:SUB:المفعول لأجله
9:93:9	بأن	gen	مجرور	non-nominal-pos:SUB:مجرور
9:93:18	لا	Pred	خبر	non-nominal-pos:NEG:خبر
9:94:3	إذا	link	متعلق	no-case:متعلق:T
9:94:7	لا	Obj	مفعول به	non-nominal-pos:PRO:مفعول به
9:94:9	لن	root	root	non-nominal-pos:NEG:root
9:94:12	قدْ	root	root	non-nominal-pos:CERT:root
9:95:4	إذا	link	متعلق	no-case:متعلق:T
9:95:13	ومأْوىهُمْ	root	root	case-conflict:root
9:96:5	فإن	root	root	non-nominal-pos:COND:root
9:96:10	لا	pred<<in>>	خبر إن	non-nominal-pos:NEG:خبر إن
9:97:6	ألا	link	متعلق	non-nominal-pos:SUB:متعلق
9:99:11	قُرُبتٍ	Obj	مفعول به	case-conflict:مفعول به
9:99:16	ألا	root	root	non-nominal-pos:INC:root
9:100:16	جنتٍ	Obj	مفعول به	case-conflict:مفعول به
9:101:1	وممنْ	Pred	خبر	prep-in-nominal-slot:خبر
9:101:6	ومنْ	conj	معطوف	tabi-non-nominal:P:معطوف
9:101:12	لا	Pred	خبر	non-nominal-pos:NEG:خبر
9:101:17	مرتيْن	cog	مفعول مطلق	case-conflict:مفعول مطلق
9:102:11	أن	pred <<easaa>>	خبر عسى	non-nominal-pos:SUB:خبر عسى
9:104:1	ألمْ	intg	استفهام	non-nominal-pos:NEG:استفهام
9:104:11	الصدقت	Obj	مفعول به	case-conflict:مفعول به
9:104:12	وأن	conj	معطوف	tabi-non-nominal:ACC:معطوف
9:106:5	إما	root	root	non-nominal-pos:EXL:root
9:106:7	وإما	conj	معطوف	tabi-non-nominal:EXL:معطوف
9:107:17	إنْ	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
9:107:19	إلا	res	حصر	non-nominal-pos:RES:حصر
9:108:1	لا	root	root	non-nominal-pos:PRO:root
9:108:13	أن	link	متعلق	non-nominal-pos:SUB:متعلق
9:108:19	أن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
9:109:1	أفمنْ	intg	استفهام	no-case:استفهام:REL
9:109:24	لا	Pred	خبر	non-nominal-pos:NEG:خبر
9:110:1	لا	root	root	non-nominal-pos:NEG:root
9:110:9	إلا	root	root	non-nominal-pos:RES:root
9:110:10	أن	exp	مستثني	non-nominal-pos:SUB:مستثني
9:111:10	الْجنة	pred<<an>>	خبر أن	case-conflict:خبر أن
9:113:1	ما	root	root	non-nominal-pos:NEG:root
9:113:6	أن	pred <<kan>>	خبر كان	non-nominal-pos:SUB:خبر كان
9:113:9	ولوْ	root	root	non-nominal-pos:COND:root
9:113:12	قُرْبى	Poss	مضاف إليه	case-conflict:مضاف إليه
9:114:1	وما	root	root	non-nominal-pos:NEG:root
9:114:3	اسْتغْفارُ	Poss	مضاف إليه	case-conflict:مضاف إليه
9:114:6	إلا	res	حصر	non-nominal-pos:RES:حصر
9:115:1	وما	root	root	non-nominal-pos:NEG:root
9:116:9	وما	root	root	non-nominal-pos:NEG:root
9:116:15	ولىٍ	root	root	case-conflict:root
9:116:16	ولا	emph	توكيد	tabi-non-nominal:NEG:توكيد
9:117:1	لقد	root	root	non-nominal-pos:CERT:root
9:118:5	حتى	root	root	non-nominal-pos:INC:root
9:118:6	إذا	inc	ابتداء	no-case:ابتداء:T
9:118:16	أن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
9:118:17	لا	pred<<an>>	خبر أن	non-nominal-pos:NEG:خبر أن
9:118:21	إلا	res	حصر	non-nominal-pos:RES:حصر
9:120:1	ما	root	root	non-nominal-pos:NEG:root
9:120:9	أن	pred <<kan>>	خبر كان	non-nominal-pos:SUB:خبر كان
9:120:14	ولا	root	root	non-nominal-pos:NEG:root
9:120:21	لا	pred<<in>>	خبر إن	non-nominal-pos:NEG:خبر إن
9:120:24	ولا	emph	توكيد	tabi-non-nominal:NEG:توكيد
9:120:26	ولا	emph	توكيد	tabi-non-nominal:NEG:توكيد
9:120:31	ولا	root	root	non-nominal-pos:NEG:root
9:120:36	ولا	conj	معطوف	tabi-non-nominal:NEG:معطوف
9:120:41	إلا	res	حصر	non-nominal-pos:RES:حصر
9:120:49	لا	pred<<in>>	خبر إن	non-nominal-pos:NEG:خبر إن
9:121:1	ولا	root	root	non-nominal-pos:NEG:root
9:121:5	ولا	emph	توكيد	tabi-non-nominal:NEG:توكيد
9:121:7	ولا	conj	معطوف	tabi-non-nominal:NEG:معطوف
9:121:10	إلا	res	حصر	non-nominal-pos:RES:حصر
9:122:1	وما	root	root	non-nominal-pos:NEG:root
9:122:6	فلوْلا	root	root	non-nominal-pos:COND:root
9:122:18	إذا	link	متعلق	no-case:متعلق:T
9:124:2	ما	sup	زائد	no-case:زائد:REL
9:124:8	أيُكُمْ	Obj	مفعول به	case-conflict:مفعول به
9:124:12	فأما	root	root	non-nominal-pos:EXL:root
9:124:13	الذين	exl	تفصيل	non-nominal-pos:COND:تفصيل
9:125:1	وأما	conj	معطوف	tabi-non-nominal:EXL:معطوف
9:125:2	الذين	exl	تفصيل	non-nominal-pos:COND:تفصيل
9:126:1	أولا	intg	استفهام	non-nominal-pos:NEG:استفهام
9:126:12	لا	root	root	non-nominal-pos:NEG:root
9:126:14	ولا	emph	توكيد	tabi-non-nominal:NEG:توكيد
9:126:15	هُمْ	neg	نفي	no-case:نفي:PRON
9:127:2	ما	sup	زائد	no-case:زائد:REL
9:127:9	هلْ	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
9:127:11	منْ	Subj	فاعل	prep-in-nominal-slot:فاعل
9:127:20	لا	Adj	صفة	tabi-non-nominal:NEG:صفة
9:128:1	لقدْ	root	root	non-nominal-pos:CERT:root
9:129:1	فإن	root	root	non-nominal-pos:COND:root
9:129:4	حسْبى	Obj	مفعول به	case-conflict:مفعول به
9:129:6	لا	App	بدل	tabi-non-nominal:NEG:بدل
9:129:8	إلا	exp	مستثني	non-nominal-pos:RES:مستثني
10:1:1	الر	-	-	absent-from-treebank:INL
10:2:3	عجبًا	pred <<kan>>	خبر كان	case-conflict:خبر كان
10:2:4	أنْ	subj <<kan>>	اسم كان	non-nominal-pos:SUB:اسم كان
10:2:9	أنْ	root	root	non-nominal-pos:INT:root
10:3:17	ما	root	root	non-nominal-pos:NEG:root
10:3:20	إلا	root	root	non-nominal-pos:RES:root
10:3:28	أفلا	intg	استفهام	non-nominal-pos:NEG:استفهام
10:5:14	ما	root	root	non-nominal-pos:NEG:root
10:5:18	إلا	res	حصر	non-nominal-pos:RES:حصر
10:7:3	لا	sub	صلة	non-nominal-pos:NEG:صلة
10:7:12	هُمْ	sub	صلة	no-case:صلة:PRON
10:10:9	دعْوىهُمْ	Poss	مضاف إليه	case-conflict:مضاف إليه
10:10:10	أن	Obj	مفعول به	non-nominal-pos:SUB:مفعول به
10:11:1	ولوْ	root	root	non-nominal-pos:COND:root
10:11:6	اسْتعْجالهُم	root	root	case-conflict:root
10:11:13	لا	sub	صلة	non-nominal-pos:NEG:صلة
10:12:16	كأن	gen	مجرور	non-nominal-pos:SUB:مجرور
10:12:17	لمْ	sub	صلة	non-nominal-pos:NEG:صلة
10:13:1	ولقدْ	root	root	non-nominal-pos:CERT:root
10:13:6	لما	link	متعلق	no-case:متعلق:T
10:13:11	وما	root	root	non-nominal-pos:NEG:root
10:14:9	كيْف	circ	حال	non-nominal-pos:INTG:حال
10:15:8	لا	sub	صلة	non-nominal-pos:NEG:صلة
10:15:18	ما	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
10:15:21	أنْ	Subj	فاعل	non-nominal-pos:SUB:فاعل
10:15:25	نفْسى	Poss	مضاف إليه	case-conflict:مضاف إليه
10:15:26	إنْ	root	root	non-nominal-pos:NEG:root
10:15:28	إلا	res	حصر	non-nominal-pos:RES:حصر
10:15:34	إنْ	root	root	non-nominal-pos:COND:root
10:15:36	ربى	Obj	مفعول به	case-conflict:مفعول به
10:16:2	لوْ	Obj	مفعول به	non-nominal-pos:COND:مفعول به
10:16:5	ما	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
10:16:8	ولا	root	root	non-nominal-pos:NEG:root
10:16:11	فقدْ	root	root	non-nominal-pos:CERT:root
10:16:17	أفلا	intg	استفهام	non-nominal-pos:NEG:استفهام
10:17:12	لا	pred<<in>>	خبر إن	non-nominal-pos:NEG:خبر إن
10:18:6	لا	sub	صلة	non-nominal-pos:NEG:صلة
10:18:8	ولا	emph	توكيد	tabi-non-nominal:NEG:توكيد
10:18:19	لا	sub	صلة	non-nominal-pos:NEG:صلة
10:18:23	ولا	emph	توكيد	tabi-non-nominal:NEG:توكيد
10:19:1	وما	root	root	non-nominal-pos:NEG:root
10:19:4	إلا	res	حصر	non-nominal-pos:RES:حصر
10:19:8	ولوْلا	root	root	non-nominal-pos:COND:root
10:19:14	بيْنهُمْ	Pass	نائب فاعل	case-conflict:نائب فاعل
10:20:2	لوْلا	Obj	مفعول به	non-nominal-pos:EXH:مفعول به
10:21:7	ضراء	Poss	مضاف إليه	case-conflict:مضاف إليه
10:21:9	إذا	root	root	non-nominal-pos:SUR:root
10:21:15	اللهُ	Obj	مفعول به	case-conflict:مفعول به
10:22:7	حتى	root	root	non-nominal-pos:INC:root
10:22:8	إذا	inc	ابتداء	no-case:ابتداء:T
10:22:35	لئنْ	root	root	non-nominal-pos:COND:root
10:23:3	إذا	rslt	جواب الشرط	non-nominal-pos:SUR:جواب الشرط
10:23:4	هُمْ	sur	فجاءة	no-case:فجاءة:PRON
10:24:17	حتى	root	root	non-nominal-pos:INC:root
10:24:18	إذا	inc	ابتداء	no-case:ابتداء:T
10:24:35	كأن	gen	مجرور	non-nominal-pos:SUB:مجرور
10:24:36	لمْ	sub	صلة	non-nominal-pos:NEG:صلة
10:26:5	ولا	root	root	non-nominal-pos:NEG:root
10:26:9	ولا	emph	توكيد	tabi-non-nominal:NEG:توكيد
10:27:9	ما	root	root	non-nominal-pos:NEG:root
10:27:14	عاصمٍ	root	root	case-conflict:root
10:28:1	ويوْم	root	root	case-conflict:root
10:28:15	ما	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
10:29:6	إن	root	root	non-nominal-pos:COND:root
10:30:1	هُنالك	link	متعلق	no-case:متعلق:T
10:31:26	أفلا	intg	استفهام	non-nominal-pos:NEG:استفهام
10:32:5	فماذا	root	root	non-nominal-pos:INTG:root
10:32:8	إلا	res	حصر	non-nominal-pos:RES:حصر
10:32:10	فأنى	link	متعلق	non-nominal-pos:INTG:متعلق
10:33:9	لا	pred<<in>>	خبر إن	non-nominal-pos:NEG:خبر إن
10:34:2	هلْ	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
10:34:11	اللهُ	Obj	مفعول به	case-conflict:مفعول به
10:34:16	فأنى	link	متعلق	non-nominal-pos:INTG:متعلق
10:35:2	هلْ	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
10:35:10	اللهُ	Obj	مفعول به	case-conflict:مفعول به
10:35:13	أفمن	intg	استفهام	no-case:استفهام:REL
10:35:18	أن	link	متعلق	non-nominal-pos:SUB:متعلق
10:35:21	لا	sub	صلة	non-nominal-pos:NEG:صلة
10:35:23	إلا	root	root	non-nominal-pos:RES:root
10:35:24	أن	link	متعلق	non-nominal-pos:SUB:متعلق
10:35:28	كيْف	circ	حال	non-nominal-pos:INTG:حال
10:36:1	وما	root	root	non-nominal-pos:NEG:root
10:36:4	إلا	res	حصر	non-nominal-pos:RES:حصر
10:36:8	لا	pred<<an>>	خبر أن	non-nominal-pos:NEG:خبر أن
10:37:1	وما	root	root	non-nominal-pos:NEG:root
10:37:5	أن	pred <<kan>>	خبر كان	non-nominal-pos:SUB:خبر كان
10:37:10	ولكن	root	root	non-nominal-pos:AMD:root
10:37:11	تصْديق	pred <<lakin>>	خبر لكن	case-conflict:خبر لكن
10:37:14	يديْه	Poss	مضاف إليه	case-conflict:مضاف إليه
10:37:17	لا	root	root	non-nominal-pos:NEG:root
10:38:14	إن	root	root	non-nominal-pos:COND:root
10:39:1	بلْ	root	root	non-nominal-pos:RET:root
10:39:4	لمْ	sub	صلة	non-nominal-pos:NEG:صلة
10:39:7	ولما	root	root	non-nominal-pos:NEG:root
10:39:16	كيْف	pred <<kan>>	خبر كان	non-nominal-pos:INTG:خبر كان
10:40:7	لا	sub	صلة	non-nominal-pos:NEG:صلة
10:41:1	وإن	root	root	non-nominal-pos:COND:root
10:41:5	عملى	Obj	مفعول به	case-conflict:مفعول به
10:42:5	أفأنت	intg	استفهام	no-case:استفهام:PRON
10:42:8	ولوْ	circ	حال	non-nominal-pos:COND:حال
10:42:10	لا	pred <<kan>>	خبر كان	non-nominal-pos:NEG:خبر كان
10:43:5	أفأنت	intg	استفهام	no-case:استفهام:PRON
10:43:8	ولوْ	circ	حال	non-nominal-pos:COND:حال
10:43:10	لا	pred <<kan>>	خبر كان	non-nominal-pos:NEG:خبر كان
10:44:3	لا	pred<<in>>	خبر إن	non-nominal-pos:NEG:خبر إن
10:45:1	ويوْم	root	root	case-conflict:root
10:45:3	كأن	gen	مجرور	non-nominal-pos:SUB:مجرور
10:45:4	لمْ	sub	صلة	non-nominal-pos:NEG:صلة
10:45:6	إلا	res	حصر	non-nominal-pos:RES:حصر
10:45:12	قدْ	root	root	non-nominal-pos:CERT:root
10:45:18	وما	root	root	non-nominal-pos:NEG:root
10:46:1	وإما	sup	زائد	non-nominal-pos:EXL:زائد
10:47:8	بيْنهُم	Pass	نائب فاعل	case-conflict:نائب فاعل
10:47:11	لا	Pred	خبر	non-nominal-pos:NEG:خبر
10:48:2	متى	link	متعلق	non-nominal-pos:INTG:متعلق
10:48:5	إن	root	root	non-nominal-pos:COND:root
10:49:2	لا	Obj	مفعول به	non-nominal-pos:NEG:مفعول به
10:49:6	ولا	emph	توكيد	tabi-non-nominal:NEG:توكيد
10:49:8	إلا	root	root	non-nominal-pos:RES:root
10:49:15	إذا	link	متعلق	no-case:متعلق:T
10:49:18	فلا	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
10:49:21	ولا	emph	توكيد	tabi-non-nominal:NEG:توكيد
10:50:3	إنْ	Obj	مفعول به	non-nominal-pos:COND:مفعول به
10:50:9	ماذا	Obj	مفعول به	non-nominal-pos:INTG:مفعول به
10:51:2	إذا	intg	استفهام	no-case:استفهام:T
10:51:3	ما	sup	زائد	no-case:زائد:REL
10:51:8	وقدْ	circ	حال	non-nominal-pos:CERT:حال
10:52:8	هلْ	root	root	non-nominal-pos:INTG:root
10:52:10	إلا	root	root	non-nominal-pos:RES:root
10:53:5	إى	Obj	مفعول به	non-nominal-pos:ANS:مفعول به
10:53:9	وما	root	root	non-nominal-pos:NEG:root
10:53:10	أنتُم	neg	نفي	no-case:نفي:PRON
10:54:1	ولوْ	root	root	non-nominal-pos:COND:root
10:54:20	لا	Pred	خبر	non-nominal-pos:NEG:خبر
10:55:1	ألا	root	root	non-nominal-pos:INC:root
10:55:8	ألا	root	root	non-nominal-pos:INC:root
10:55:15	لا	pred <<lakin>>	خبر لكن	non-nominal-pos:NEG:خبر لكن
10:57:3	قدْ	root	root	non-nominal-pos:CERT:root
10:60:1	وما	root	root	non-nominal-pos:INTG:root
10:60:18	لا	pred <<lakin>>	خبر لكن	non-nominal-pos:NEG:خبر لكن
10:61:1	وما	root	root	non-nominal-pos:NEG:root
10:61:5	وما	root	root	non-nominal-pos:NEG:root
10:61:10	ولا	root	root	non-nominal-pos:NEG:root
10:61:12	منْ	Obj	مفعول به	prep-in-nominal-slot:مفعول به
10:61:14	إلا	res	حصر	non-nominal-pos:RES:حصر
10:61:18	إذْ	link	متعلق	no-case:متعلق:T
10:61:21	وما	root	root	non-nominal-pos:NEG:root
10:61:25	من	Subj	فاعل	prep-in-nominal-slot:فاعل
10:61:30	ولا	emph	توكيد	tabi-non-nominal:NEG:توكيد
10:61:31	فى	conj	معطوف	tabi-non-nominal:P:معطوف
10:61:33	ولا	root	root	non-nominal-pos:NEG:root
10:61:37	ولا	conj	معطوف	tabi-non-nominal:NEG:معطوف
10:61:39	إلا	res	حصر	non-nominal-pos:RES:حصر
10:62:1	ألا	root	root	non-nominal-pos:INC:root
10:62:5	لا	pred<<an>>	خبر أن	non-nominal-pos:NEG:خبر أن
10:62:8	ولا	root	root	non-nominal-pos:NEG:root
10:62:9	هُمْ	neg	نفي	no-case:نفي:PRON
10:64:8	لا	root	root	non-nominal-pos:NEG:root
10:65:1	ولا	root	root	non-nominal-pos:NEG:root
10:66:1	ألا	root	root	non-nominal-pos:INC:root
10:66:10	وما	root	root	non-nominal-pos:NEG:root
10:66:18	إن	root	root	non-nominal-pos:NEG:root
10:66:20	إلا	res	حصر	non-nominal-pos:RES:حصر
10:66:22	وإنْ	root	root	non-nominal-pos:NEG:root
10:66:23	هُمْ	neg	نفي	no-case:نفي:PRON
10:66:24	إلا	res	حصر	non-nominal-pos:RES:حصر
10:67:13	لءايتٍ	subj<<in>>	اسم إن	case-conflict:اسم إن
10:68:15	إنْ	root	root	non-nominal-pos:NEG:root
10:68:16	عندكُم	Pred	خبر	case-conflict:خبر
10:68:18	سُلْطنٍ	root	root	case-conflict:root
10:68:24	لا	sub	صلة	non-nominal-pos:NEG:صلة
10:69:8	لا	pred<<in>>	خبر إن	non-nominal-pos:NEG:خبر إن
10:71:5	إذْ	link	متعلق	no-case:متعلق:T
10:71:9	إن	root	root	non-nominal-pos:COND:root
10:71:24	لا	root	root	non-nominal-pos:NEG:root
10:71:32	ولا	root	root	non-nominal-pos:PRO:root
10:72:1	فإن	root	root	non-nominal-pos:COND:root
10:72:3	فما	rslt	جواب الشرط	non-nominal-pos:NEG:جواب الشرط
10:72:7	إنْ	root	root	non-nominal-pos:NEG:root
10:72:9	إلا	res	حصر	non-nominal-pos:RES:حصر
10:72:13	أنْ	link	متعلق	non-nominal-pos:SUB:متعلق
10:73:14	كيْف	pred <<kan>>	خبر كان	non-nominal-pos:INTG:خبر كان
10:74:10	فما	root	root	non-nominal-pos:NEG:root
10:77:5	لما	link	متعلق	no-case:متعلق:T
10:77:9	ولا	root	root	non-nominal-pos:NEG:root
10:78:13	وما	root	root	non-nominal-pos:NEG:root
10:81:8	السحْرُ	pred <<ma>>	خبر ما	case-conflict:خبر ما
10:81:14	لا	pred<<in>>	خبر إن	non-nominal-pos:NEG:خبر إن
10:82:5	ولوْ	circ	حال	non-nominal-pos:COND:حال
10:83:4	إلا	res	حصر	non-nominal-pos:RES:حصر
10:83:13	أن	App	بدل	tabi-non-nominal:SUB:بدل
10:84:4	إن	root	root	non-nominal-pos:COND:root
10:84:10	إن	root	root	non-nominal-pos:COND:root
10:85:6	لا	root	root	non-nominal-pos:PRO:root
10:87:5	أن	link	متعلق	non-nominal-pos:SUB:متعلق
10:88:24	فلا	conj	معطوف	tabi-non-nominal:NEG:معطوف
10:89:2	قدْ	Obj	مفعول به	non-nominal-pos:CERT:مفعول به
10:89:6	ولا	root	root	non-nominal-pos:PRO:root
10:89:10	لا	sub	صلة	non-nominal-pos:NEG:صلة
10:90:10	حتى	root	root	non-nominal-pos:INC:root
10:90:11	إذا	inc	ابتداء	no-case:ابتداء:T
10:90:17	لا	pred<<in>>	خبر إن	non-nominal-pos:NEG:خبر إن
10:90:19	إلا	res	حصر	non-nominal-pos:RES:حصر
10:91:2	وقدْ	circ	حال	non-nominal-pos:CERT:حال
10:93:1	ولقدْ	root	root	non-nominal-pos:CERT:root
